"","Plot","Quad","Type","Num","Species","Confidence","Dead.Stump","SA.Height_cm","SA.BD_cm","SA.Stems","DBH_cm","X_cm","Y_cm","Notes","iNum","Point","dbh","Basal.Area","Dead","Live","Topkill","gCrown","Survival","Epicormic","Apical","NPoints","bSprout","Year"
"2475","PPW1330","B4","TR",3788.8,"HETARB",1,NA,NA,NA,NA,1.3,40,460,NA,3788,0.800000000000182,1.3,1.32732289614169,NA,1,NA,1,NA,NA,NA,1,NA,2013
"2476","PPW1330","B4","TS",3788.9,"HETARB",1,NA,200,0.97,2,NA,40,460,NA,3788,0.900000000000091,NA,NA,NA,1,NA,1,NA,NA,NA,NA,NA,2013
"2486","PPW1330","B4","TS",3773.1,"QUEGAR",0,NA,59,0.17,8,NA,412,337,NA,3773,0.099999999999909,NA,NA,NA,1,NA,1,NA,NA,NA,NA,NA,2013
"2494","PPW1330","B4","TR",3776.1,"HETARB",1,NA,NA,NA,NA,7.5,177,65,NA,3776,0.099999999999909,7.5,44.1786466911065,NA,1,NA,1,NA,NA,NA,1,NA,2013
"2495","PPW1330","B4","TR",3776.2,"HETARB",1,NA,NA,NA,NA,7.5,177,65,NA,3776,0.199999999999818,7.5,44.1786466911065,NA,1,NA,1,NA,NA,NA,1,NA,2013
"2496","PPW1330","B4","TR",3776.3,"HETARB",1,NA,NA,NA,NA,1.28,177,65,NA,3776,0.300000000000182,1.28,1.28679635091038,NA,1,NA,1,NA,NA,NA,1,NA,2013
"2498","PPW1330","B4","TS",3776.4,"HETARB",1,NA,183,0.81,2,NA,177,65,NA,3776,0.400000000000091,NA,NA,NA,1,NA,1,NA,NA,NA,NA,NA,2013
"2500","PPW1330","B4","TS",3791.1,"HETARB",1,NA,200,2.55,1,NA,94,260,"DEAD TIP",3791,0.099999999999909,NA,NA,NA,1,NA,1,NA,NA,NA,NA,NA,2013
"2502","PPW1330","B4","TR",3733.1,"HETARB",1,NA,NA,NA,NA,1.37,71,220,NA,3733,0.099999999999909,1.37,1.47411381288067,NA,1,NA,1,NA,NA,NA,1,NA,2013
"2503","PPW1330","B4","TS",3733.2,"HETARB",1,NA,166,0.86,3,NA,71,220,NA,3733,0.199999999999818,NA,NA,NA,1,NA,1,NA,NA,NA,NA,NA,2013
"2518","PPW1330","B3","TR",3804.1,"HETARB",1,NA,NA,NA,NA,4.2,185,280,NA,3804,0.099999999999909,4.2,13.854423602331,NA,1,NA,1,NA,NA,NA,1,NA,2013
"2519","PPW1330","B3","TR",3804.2,"HETARB",1,NA,NA,NA,NA,2.9,185,280,NA,3804,0.199999999999818,2.9,6.60519855417254,NA,1,NA,1,NA,NA,NA,1,NA,2013
"2520","PPW1330","B3","TR",3804.3,"HETARB",1,NA,NA,NA,NA,3.06,185,280,NA,3804,0.300000000000182,3.06,7.35415424278835,NA,1,NA,1,NA,NA,NA,1,NA,2013
"2521","PPW1330","B3","TR",3804.4,"HETARB",1,NA,NA,NA,NA,2.24,185,280,NA,3804,0.400000000000091,2.24,3.94081382466304,NA,1,NA,1,NA,NA,NA,1,NA,2013
"2522","PPW1330","B3","TR",3804.5,"HETARB",1,NA,NA,NA,NA,7.1,185,280,NA,3804,0.5,7.1,39.5919214168654,NA,1,NA,1,NA,NA,NA,1,NA,2013
"2523","PPW1330","B3","TR",3804.6,"HETARB",1,NA,NA,NA,NA,2.55,185,280,NA,3804,0.599999999999909,2.55,5.10705155749191,NA,1,NA,1,NA,NA,NA,1,NA,2013
"2524","PPW1330","B3","TR",3804.7,"HETARB",1,NA,NA,NA,NA,2.88,185,280,NA,3804,0.699999999999818,2.88,6.5144065264838,NA,1,NA,1,NA,NA,NA,1,NA,2013
"2525","PPW1330","B3","TR",3804.8,"HETARB",1,NA,NA,NA,NA,3.08,185,280,NA,3804,0.800000000000182,3.08,7.45060113725355,NA,1,NA,1,NA,NA,NA,1,NA,2013
"2526","PPW1330","B3","TR",3804.9,"HETARB",1,NA,NA,NA,NA,2.24,185,280,NA,3804,0.900000000000091,2.24,3.94081382466304,NA,1,NA,1,NA,NA,NA,1,NA,2013
"2527","PPW1330","B3","TR",3804.01,"HETARB",1,NA,NA,NA,NA,1.29,185,280,"PROBLEM WITH '.10' = '.1' / changed to .01 to reflect .10 tag- qc2022mk",3804,0.0100000000002183,1.29,1.30698108370969,NA,1,NA,1,NA,NA,NA,1,NA,2013
"2528","PPW1330","B3","TR",3804.11,"HETARB",1,NA,NA,NA,NA,1.63,185,280,NA,3804,0.110000000000127,1.63,2.08672438033068,NA,1,NA,1,NA,NA,NA,1,NA,2013
"2529","PPW1330","B3","TR",3804.12,"HETARB",1,NA,NA,NA,NA,1.09,185,280,NA,3804,0.119999999999891,1.09,0.933131557932508,NA,1,NA,1,NA,NA,NA,1,NA,2013
"2530","PPW1330","B3","TR",3804.13,"HETARB",1,NA,NA,NA,NA,2.74,185,280,NA,3804,0.130000000000109,2.74,5.89645525152268,NA,1,NA,1,NA,NA,NA,1,NA,2013
"2531","PPW1330","B3","TS",3804.14,"HETARB",1,NA,200,0.87,5,NA,185,280,NA,3804,0.139999999999873,NA,NA,NA,1,NA,1,NA,NA,NA,NA,NA,2013
"2534","PPW1330","B3","TS",3805.1,"UMBCAL",1,NA,200,1.29,1,NA,114,243,NA,3805,0.099999999999909,NA,NA,NA,1,NA,1,NA,NA,NA,NA,NA,2013
"2535","PPW1330","B3","TR",3805.2,"UMBCAL",1,NA,NA,NA,NA,1.35,114,243,NA,3805,0.199999999999818,1.35,1.43138815279185,NA,1,NA,1,NA,NA,NA,1,NA,2013
"2538","PPW1330","B3","TR",3802.1,"AMOCAL",1,NA,NA,NA,NA,1.18,95,157,NA,3802,0.099999999999909,1.18,1.09358840271461,NA,1,NA,1,NA,NA,NA,1,NA,2013
"2539","PPW1330","B3","TS",3802.2,"AMOCAL",1,NA,200,1.2,2,NA,95,157,NA,3802,0.199999999999818,NA,NA,NA,1,NA,1,NA,NA,NA,NA,NA,2013
"2545","PPW1330","B3","TR",3808.1,"HETARB",1,NA,NA,NA,NA,1.51,341,10,NA,3808,0.099999999999909,1.51,1.79078635236252,NA,1,NA,1,NA,NA,NA,1,NA,2013
"2546","PPW1330","B3","TS",3808.3,"HETARB",1,NA,95,0.46,2,NA,341,10,"TREE NUM CHANGED, INPUTED AFTER AUG2013 RESURVEY 20130810 MFO",3808,0.300000000000182,NA,NA,NA,1,NA,1,NA,NA,NA,NA,NA,2013
"2551","PPW1330","B3","TR",3746.1,"HETARB",1,NA,NA,NA,NA,1.25,362,74,NA,3746,0.099999999999909,1.25,1.22718463030851,NA,1,NA,1,NA,NA,NA,1,NA,2013
"2552","PPW1330","B3","TR",3746.2,"HETARB",1,NA,NA,NA,NA,1.42,362,74,"was typo 3764.2-mkqc2023",3746,0.199999999999818,1.42,1.58367685667461,NA,1,NA,1,NA,NA,NA,1,NA,2013
"2558","PPW1330","B3","SA",3754.1,"HETARB",1,NA,200,1.57,2,NA,458,20,NA,3754,0.099999999999909,1.57,1.93592793295837,NA,1,NA,1,NA,NA,NA,2,NA,2013
"2560","PPW1330","B3","TS",3792.1,"AMOCAL",1,NA,200,1.31,3,NA,280,470,NA,3792,0.099999999999909,NA,NA,NA,1,NA,1,NA,NA,NA,NA,NA,2013
"2568","PPW1330","B2","TR",3760.1,"ARBMEN",1,NA,NA,NA,NA,3.5,136,467,NA,3760,0.099999999999909,3.5,9.62112750161874,NA,1,NA,1,NA,NA,NA,1,NA,2013
"2576","PPW1330","B2","TR",3811.1,"HETARB",1,NA,NA,NA,NA,4.1,340,443,NA,3811,0.099999999999909,4.1,13.2025431267111,NA,1,NA,1,NA,NA,NA,1,NA,2013
"2577","PPW1330","B2","TR",3811.2,"HETARB",1,NA,NA,NA,NA,3.85,340,443,NA,3811,0.199999999999818,3.85,11.6415642769587,NA,1,NA,1,NA,NA,NA,1,NA,2013
"2578","PPW1330","B2","TR",3811.3,"HETARB",1,NA,NA,NA,NA,1.05,340,443,NA,3811,0.300000000000182,1.05,0.865901475145687,NA,1,NA,1,NA,NA,NA,1,NA,2013
"2579","PPW1330","B2","TS",3811.4,"HETARB",1,NA,160,1.02,2,NA,340,443,NA,3811,0.400000000000091,NA,NA,NA,1,NA,1,NA,NA,NA,NA,NA,2013
"2595","PPW1330","B2","TR",3826.1,"HETARB",1,NA,NA,NA,NA,1.4,140,70,NA,3826,0.099999999999909,1.4,1.539380400259,NA,1,NA,1,NA,NA,NA,1,NA,2013
"2596","PPW1330","B2","TR",3826.3,"HETARB",1,NA,NA,NA,NA,1.13,140,70,NA,3826,0.300000000000182,1.13,1.0028749148422,NA,1,NA,1,NA,NA,NA,1,NA,2013
"2597","PPW1330","B2","TS",3826.4,"HETARB",1,NA,91,0.57,1,NA,140,70,NA,3826,0.400000000000091,NA,NA,NA,1,NA,1,NA,NA,NA,NA,NA,2013
"2599","PPW1330","B2","TR",3827.1,"HETARB",1,NA,NA,NA,NA,2.13,80,58,NA,3827,0.099999999999909,2.13,3.56327292751788,NA,1,NA,1,NA,NA,NA,1,NA,2013
"2601","PPW1330","B2","TR",3828.1,"HETARB",1,NA,NA,NA,NA,1.29,65,39,NA,3828,0.099999999999909,1.29,1.30698108370969,NA,1,NA,1,NA,NA,NA,1,NA,2013
"2602","PPW1330","B2","TS",3828.2,"HETARB",1,NA,200,1.31,6,NA,65,39,NA,3828,0.199999999999818,NA,NA,NA,1,NA,1,NA,NA,NA,NA,NA,2013
"2604","PPW1330","B2","TR",3742.1,"HETARB",1,NA,NA,NA,NA,1.35,82,466,NA,3742,0.099999999999909,1.35,1.43138815279185,NA,1,NA,1,NA,NA,NA,1,NA,2013
"2605","PPW1330","B2","TR",3742.2,"HETARB",1,NA,NA,NA,NA,1.23,82,466,NA,3742,0.199999999999818,1.23,1.188228881404,NA,1,NA,1,NA,NA,NA,1,NA,2013
"2606","PPW1330","B1","TR",3742.3,"HETARB",1,NA,NA,NA,NA,5.2,82,466,NA,3742,0.300000000000182,5.2,21.237166338267,NA,1,NA,1,NA,NA,NA,1,NA,2013
"2607","PPW1330","B1","TR",3742.4,"HETARB",1,NA,NA,NA,NA,1.99,82,466,NA,3742,0.400000000000091,1.99,3.11025526687024,NA,1,NA,1,NA,NA,NA,1,NA,2013
"2608","PPW1330","B1","TS",3742.5,"HETARB",1,NA,200,1.5,4,NA,82,466,NA,3742,0.5,NA,NA,NA,1,NA,1,NA,NA,NA,NA,NA,2013
"2627","PPW1330","B1","TS",3879.1,"ARBMEN",1,NA,124,0.99,1,NA,320,330,NA,3879,0.099999999999909,NA,NA,NA,1,NA,1,NA,NA,NA,NA,NA,2013
"2634","PPW1330","C1","TR",3883.1,"ARBMEN",1,NA,NA,NA,NA,10.75,70,125,NA,3883,0.099999999999909,10.75,90.7625752576176,NA,1,NA,1,NA,NA,NA,1,NA,2013
"2642","PPW1330","C1","TS",3855.1,"QUEAGR",1,NA,53,1.54,1,NA,420,55,NA,3855,0.099999999999909,NA,NA,NA,1,NA,1,NA,NA,NA,NA,NA,2013
"2656","PPW1330","C1","TS",3873.1,"AMOCAL",0,NA,176,1.25,5,NA,34,269,NA,3873,0.099999999999909,NA,NA,NA,1,NA,1,NA,NA,NA,NA,NA,2013
"2669","PPW1330","C2","TR",3914.1,"HETARB",1,NA,NA,NA,NA,1.19,390,138,NA,3914,0.099999999999909,1.19,1.11220233918713,NA,1,NA,1,NA,NA,NA,1,NA,2013
"2670","PPW1330","C2","TR",3914.2,"HETARB",1,NA,NA,NA,NA,1.4,390,138,NA,3914,0.199999999999818,1.4,1.539380400259,NA,1,NA,1,NA,NA,NA,1,NA,2013
"2671","PPW1330","C2","TR",3914.3,"HETARB",1,NA,NA,NA,NA,1.73,390,138,NA,3914,0.300000000000182,1.73,2.35061816323222,NA,1,NA,1,NA,NA,NA,1,NA,2013
"2672","PPW1330","C2","TS",3914.4,"HETARB",1,NA,200,1.77,3,NA,390,138,NA,3914,0.400000000000091,NA,NA,NA,1,NA,1,NA,NA,NA,NA,NA,2013
"2676","PPW1330","C2","TR",3893.1,"HETARB",1,NA,NA,NA,NA,2.27,196,121,NA,3893,0.099999999999909,2.27,4.04707819617071,NA,1,NA,1,NA,NA,NA,1,NA,2013
"2679","PPW1330","C2","TR",3958.1,"HETARB",1,NA,NA,NA,NA,1.1,202,167,NA,3958,0.099999999999909,1.1,0.950331777710913,NA,1,NA,1,NA,NA,NA,1,NA,2013
"2680","PPW1330","C2","TS",3958.2,"HETARB",1,NA,174,0.56,4,NA,202,167,NA,3958,0.199999999999818,NA,NA,NA,1,NA,1,NA,NA,NA,NA,NA,2013
"2700","PPW1330","C2","TS",3910.1,"UMBCAL",1,NA,180,1.42,3,NA,490,240,NA,3910,0.099999999999909,NA,NA,NA,1,NA,1,NA,NA,NA,NA,NA,2013
"2706","PPW1330","C2","TR",3900.1,"HETARB",1,NA,NA,NA,NA,2.13,245,419,NA,3900,0.099999999999909,2.13,3.56327292751788,NA,1,NA,1,NA,NA,NA,1,NA,2013
"2707","PPW1330","C2","TR",3900.2,"HETARB",1,NA,NA,NA,NA,1.09,245,419,NA,3900,0.199999999999818,1.09,0.933131557932508,NA,1,NA,1,NA,NA,NA,1,NA,2013
"2716","PPW1330","C3","TR",3753.1,"HETARB",1,NA,NA,NA,NA,2.03,22,17,NA,3753,0.099999999999909,2.03,3.23654729154454,NA,1,NA,1,NA,NA,NA,1,NA,2013
"2717","PPW1330","C3","TR",3753.2,"HETARB",1,NA,NA,NA,NA,1.11,22,17,NA,3753,0.199999999999818,1.11,0.967689077121996,NA,1,NA,1,NA,NA,NA,1,NA,2013
"2720","PPW1330","C3","TR",3752.1,"HETARB",1,NA,NA,NA,NA,1.56,25,95,NA,3752,0.099999999999909,1.56,1.91134497044403,NA,1,NA,1,NA,NA,NA,1,NA,2013
"2752","PPW1330","C3","TR",3983.1,"HETARB",1,NA,NA,NA,NA,1.73,292,351,NA,3983,0.099999999999909,1.73,2.35061816323222,NA,1,NA,1,NA,NA,NA,1,NA,2013
"2767","PPW1330","C3","TR",3928.1,"HETARB",1,NA,NA,NA,NA,1.96,470,456,NA,3928,0.099999999999909,1.96,3.01718558450764,NA,1,NA,1,NA,NA,NA,1,NA,2013
"2768","PPW1330","C3","TS",3928.2,"HETARB",1,NA,89,0.49,7,NA,470,456,NA,3928,0.199999999999818,NA,NA,NA,1,NA,1,NA,NA,NA,NA,NA,2013
"2787","PPW1330","C4","TR",4000.1,"HETARB",1,NA,NA,NA,NA,1.82,257,83,NA,4000,0.099999999999909,1.82,2.60155287643771,NA,1,NA,1,NA,NA,NA,1,NA,2013
"2788","PPW1330","C4","TS",4000.2,"HETARB",1,NA,59,0.28,20,NA,257,83,NA,4000,0.199999999999818,NA,NA,NA,1,NA,1,NA,NA,NA,NA,NA,2013
"2790","PPW1330","C4","TS",3989.1,"HETARB",1,NA,77,0.39,3,NA,345,215,NA,3989,0.099999999999909,NA,NA,NA,1,NA,1,NA,NA,NA,NA,NA,2013
"2799","PPW1330","C4","TS",3937.1,"HETARB",1,NA,62,0.27,4,NA,308,210,NA,3937,0.099999999999909,NA,NA,NA,1,NA,1,NA,NA,NA,NA,NA,2013
"2800","PPW1330","C4","TS",3934.1,"UMBCAL",1,NA,135,1.12,1,NA,95,335,NA,3934,0.099999999999909,NA,NA,NA,1,NA,1,NA,NA,NA,NA,NA,2013
"2804","PPW1330","C4","TR",3933.1,"HETARB",1,NA,NA,NA,NA,1.64,105,255,NA,3933,0.099999999999909,1.64,2.11240690027378,NA,1,NA,1,NA,NA,NA,1,NA,2013
"2805","PPW1330","C4","TS",3933.2,"HETARB",1,NA,55,0.35,11,NA,105,255,NA,3933,0.199999999999818,NA,NA,NA,1,NA,1,NA,NA,NA,NA,NA,2013
"2812","PPW1330","D4","TR",4141.1,"HETARB",1,NA,NA,NA,NA,1.46,422,500,NA,4141,0.100000000000364,1.46,1.674154725098,NA,1,NA,1,NA,NA,NA,1,NA,2013
"2813","PPW1330","D4","TR",4141.2,"HETARB",1,NA,NA,NA,NA,1.41,422,500,NA,4141,0.199999999999818,1.41,1.56145008865047,NA,1,NA,1,NA,NA,NA,1,NA,2013
"2814","PPW1330","D4","TR",4141.3,"HETARB",1,NA,NA,NA,NA,5,422,500,NA,4141,0.300000000000182,5,19.6349540849362,NA,1,NA,1,NA,NA,NA,1,NA,2013
"2815","PPW1330","D4","TR",4141.4,"HETARB",1,NA,NA,NA,NA,3.29,422,500,NA,4141,0.399999999999636,3.29,8.50122826043032,NA,1,NA,1,NA,NA,NA,1,NA,2013
"2816","PPW1330","D4","TR",4141.5,"HETARB",1,NA,NA,NA,NA,1.49,422,500,NA,4141,0.5,1.49,1.74366246255867,NA,1,NA,1,NA,NA,NA,1,NA,2013
"2821","PPW1330","D4","TS",4141.6,"HETARB",1,NA,NA,1.12,9,NA,422,500,"MISSING HEIGHT; 20130606 MFO",4141,0.600000000000364,NA,NA,NA,1,NA,1,NA,NA,NA,NA,NA,2013
"2833","PPW1330","D4","TS",4163.1,"QUEGAR",1,NA,57,0.37,5,NA,262,420,NA,4163,0.100000000000364,NA,NA,NA,1,NA,1,NA,NA,NA,NA,NA,2013
"2837","PPW1330","D4","TR",4145.1,"ARCMAN",1,NA,NA,NA,NA,1.82,233,363,NA,4145,0.100000000000364,1.82,2.60155287643771,NA,1,NA,1,NA,NA,NA,1,NA,2013
"2843","PPW1330","D4","TR",4143.1,"HETARB",1,NA,NA,NA,NA,1.06,430,115,NA,4143,0.100000000000364,1.06,0.882473376393373,NA,1,NA,1,NA,NA,NA,1,NA,2013
"2854","PPW1330","D3","TS",4136.1,"QUEGAR",0,NA,85,0.21,4,NA,218,442,NA,4136,0.100000000000364,NA,NA,NA,1,NA,1,NA,NA,NA,NA,NA,2013
"2861","PPW1330","D3","TR",4167.1,"HETARB",1,NA,NA,NA,NA,1.27,158,278,NA,4167,0.100000000000364,1.27,1.26676869774374,NA,1,NA,1,NA,NA,NA,1,NA,2013
"2862","PPW1330","D3","TR",4167.2,"HETARB",1,NA,NA,NA,NA,2.1,158,278,NA,4167,0.199999999999818,2.1,3.46360590058275,NA,1,NA,1,NA,NA,NA,1,NA,2013
"2863","PPW1330","D3","TR",4167.3,"HETARB",1,NA,NA,NA,NA,1.79,158,278,NA,4167,0.300000000000182,1.79,2.51649425534176,NA,1,NA,1,NA,NA,NA,1,NA,2013
"2864","PPW1330","D3","TR",4167.4,"HETARB",1,NA,NA,NA,NA,1.86,158,278,NA,4167,0.399999999999636,1.86,2.71716348608981,NA,1,NA,1,NA,NA,NA,1,NA,2013
"2865","PPW1330","D3","TR",4167.5,"HETARB",1,NA,NA,NA,NA,3.06,158,278,NA,4167,0.5,3.06,7.35415424278835,NA,1,NA,1,NA,NA,NA,1,NA,2013
"2866","PPW1330","D3","TR",4167.6,"HETARB",1,NA,NA,NA,NA,2.96,158,278,NA,4167,0.600000000000364,2.96,6.88134454842308,NA,1,NA,1,NA,NA,NA,1,NA,2013
"2867","PPW1330","D3","TR",4167.7,"HETARB",1,NA,NA,NA,NA,1.49,158,278,NA,4167,0.699999999999818,1.49,1.74366246255867,NA,1,NA,1,NA,NA,NA,1,NA,2013
"2868","PPW1330","D3","TR",4167.8,"HETARB",1,NA,NA,NA,NA,1.54,158,278,NA,4167,0.800000000000182,1.54,1.86265028431339,NA,1,NA,1,NA,NA,NA,1,NA,2013
"2869","PPW1330","D3","TR",4167.9,"HETARB",1,NA,NA,NA,NA,1.31,158,278,NA,4167,0.899999999999636,1.31,1.34782178820636,NA,1,NA,1,NA,NA,NA,1,NA,2013
"2870","PPW1330","D3","TR",4167.01,"HETARB",1,NA,NA,NA,NA,1.23,158,278,"PROBLEM WITH '.10' = '.1'/ changed to .01 to reflect .10 in field ",4167,0.0100000000002183,1.23,1.188228881404,NA,1,NA,1,NA,NA,NA,1,NA,2013
"2871","PPW1330","D3","TS",4167.11,"HETARB",1,NA,241,1.63,8,NA,158,278,NA,4167,0.109999999999673,NA,NA,NA,1,NA,1,NA,NA,NA,NA,NA,2013
"2874","PPW1330","D3","TR",4132.1,"HETARB",1,NA,NA,NA,NA,3.45,442,196,NA,4132,0.100000000000364,3.45,9.34820163983813,NA,1,NA,1,NA,NA,NA,1,NA,2013
"2880","PPW1330","D3","TS",4156.1,"HETARB",1,NA,101,0.4,2,NA,411,164,NA,4156,0.100000000000364,NA,NA,NA,1,NA,1,NA,NA,NA,NA,NA,2013
"2882","PPW1330","D3","TR",4135.1,"HETARB",1,NA,NA,NA,NA,6,102,227,NA,4135,0.100000000000364,6,28.2743338823081,NA,1,NA,1,NA,NA,NA,1,NA,2013
"2896","PPW1330","D2","TR",4583.1,"AMOCAL",1,NA,NA,NA,NA,1.15,419,424,NA,4583,0.100000000000364,1.15,1.03868907109313,NA,1,NA,1,NA,NA,NA,1,NA,2013
"2897","PPW1330","D2","TS",4583.2,"AMOCAL",1,NA,200,1.21,5,NA,419,424,NA,4583,0.199999999999818,NA,NA,NA,1,NA,1,NA,NA,NA,NA,NA,2013
"2902","PPW1330","D2","TR",4075.1,"PSEMEN",1,NA,NA,NA,NA,1.16,250,416,NA,4075,0.099999999999909,1.16,1.05683176866761,NA,1,NA,1,NA,NA,NA,1,NA,2013
"2910","PPW1330","D2","TR",4069.1,"HETARB",1,NA,NA,NA,NA,3.56,299,132,NA,4069,0.099999999999909,3.56,9.9538221636339,NA,1,NA,1,NA,NA,NA,1,NA,2013
"2911","PPW1330","D2","TR",4069.2,"HETARB",1,NA,NA,NA,NA,1.47,299,132,NA,4069,0.199999999999818,1.47,1.69716689128555,NA,1,NA,1,NA,NA,NA,1,NA,2013
"2912","PPW1330","D2","TR",4069.3,"HETARB",1,NA,NA,NA,NA,2.8,299,132,NA,4069,0.300000000000182,2.8,6.15752160103599,NA,1,NA,1,NA,NA,NA,1,NA,2013
"2913","PPW1330","D2","TR",4069.4,"HETARB",1,NA,NA,NA,NA,3.27,299,132,NA,4069,0.400000000000091,3.27,8.39818402139258,NA,1,NA,1,NA,NA,NA,1,NA,2013
"2914","PPW1330","D2","TS",4069.5,"HETARB",1,NA,250,1.31,1,NA,299,132,"INPUTED 1 IN SA BRANCH #",4069,0.5,NA,NA,NA,1,NA,1,NA,NA,NA,NA,NA,2013
"2925","PPW1330","D1","TR",4059.1,"UMBCAL",1,NA,NA,NA,NA,1.95,33,451,NA,4059,0.099999999999909,1.95,2.9864765163188,NA,1,NA,1,NA,NA,NA,1,NA,2013
"2933","PPW1330","D1","TR",4592.1,"HETARB",1,NA,NA,NA,NA,2.11,242,189,NA,4592,0.100000000000364,2.11,3.49667116326178,NA,1,NA,1,NA,NA,NA,1,NA,2013
"2934","PPW1330","D1","TR",4592.2,"HETARB",1,NA,NA,NA,NA,1.52,242,189,NA,4592,0.199999999999818,1.52,1.81458391671346,NA,1,NA,1,NA,NA,NA,1,NA,2013
"2935","PPW1330","D1","TR",4592.3,"HETARB",1,NA,NA,NA,NA,1.39,242,189,NA,4592,0.300000000000182,1.39,1.51746779150021,NA,1,NA,1,NA,NA,NA,1,NA,2013
"2936","PPW1330","D1","TR",4592.4,"HETARB",1,NA,NA,NA,NA,1.35,242,189,NA,4592,0.399999999999636,1.35,1.43138815279185,NA,1,NA,1,NA,NA,NA,1,NA,2013
"2937","PPW1330","D1","TR",4592.5,"HETARB",1,NA,NA,NA,NA,1.6,242,189,NA,4592,0.5,1.6,2.01061929829747,NA,1,NA,1,NA,NA,NA,1,NA,2013
"2938","PPW1330","D1","TS",4592.6,"HETARB",1,NA,156,0.82,3,NA,242,189,NA,4592,0.600000000000364,NA,NA,NA,1,NA,1,NA,NA,NA,NA,NA,2013
"2953","PPW1330","D1","TS",4063.1,"HETARB",1,NA,138,0.81,3,NA,83,10,NA,4063,0.099999999999909,NA,NA,NA,1,NA,1,NA,NA,NA,NA,NA,2013
"2955","PPW1330","D1","TR",4064.1,"HETARB",1,NA,NA,NA,NA,3.4,181,38,NA,4064,0.099999999999909,3.4,9.0792027688745,NA,1,NA,1,NA,NA,NA,1,NA,2013
"2956","PPW1330","D1","TR",4064.2,"HETARB",1,NA,NA,NA,NA,1.26,181,38,NA,4064,0.199999999999818,1.26,1.24689812420979,NA,1,NA,1,NA,NA,NA,1,NA,2013
"2957","PPW1330","D1","TR",4064.3,"HETARB",1,NA,NA,NA,NA,1.54,181,38,NA,4064,0.300000000000182,1.54,1.86265028431339,NA,1,NA,1,NA,NA,NA,1,NA,2013
"2958","PPW1330","D1","TR",4064.4,"HETARB",1,NA,NA,NA,NA,1.42,181,38,NA,4064,0.400000000000091,1.42,1.58367685667461,NA,1,NA,1,NA,NA,NA,1,NA,2013
"2959","PPW1330","D1","TR",4064.5,"HETARB",1,NA,NA,NA,NA,1.17,181,38,NA,4064,0.5,1.17,1.07513154587477,NA,1,NA,1,NA,NA,NA,1,NA,2013
"2960","PPW1330","D1","TR",4064.6,"HETARB",1,NA,NA,NA,NA,1.58,181,38,NA,4064,0.599999999999909,1.58,1.96066797510539,NA,1,NA,1,NA,NA,NA,1,NA,2013
"2961","PPW1330","D1","TR",4064.7,"HETARB",1,NA,NA,NA,NA,1.09,181,38,NA,4064,0.699999999999818,1.09,0.933131557932508,NA,1,NA,1,NA,NA,NA,1,NA,2013
"2962","PPW1330","D1","TR",4064.9,"HETARB",1,NA,NA,NA,NA,1.03,181,38,NA,4064,0.900000000000091,1.03,0.833228911548353,NA,1,NA,1,NA,NA,NA,1,NA,2013
"2963","PPW1330","D1","TR",4064.01,"HETARB",1,NA,NA,NA,NA,1.69,181,38,"PROBLEM WITH '.10' = '.1' changed to .01 to reflect .10 tag",4064,0.0100000000002183,1.69,2.24317569447945,NA,1,NA,1,NA,NA,NA,1,NA,2013
"2964","PPW1330","D1","TS",4064.11,"HETARB",1,NA,178,0.88,6,NA,181,38,NA,4064,0.110000000000127,NA,NA,NA,1,NA,1,NA,NA,NA,NA,NA,2013
"2967","PPW1330","D1","TR",4600.1,"ARBMEN",1,NA,NA,NA,NA,3.7,237,1,NA,4600,0.100000000000364,3.7,10.7521008569111,NA,1,NA,1,NA,NA,NA,1,NA,2013
"2995","PPW1331","B1","TR",2682.1,"QUEAGR",1,NA,NA,NA,NA,11.9,223,53,NA,2682,0.099999999999909,11.9,111.220233918713,NA,1,NA,1,NA,NA,NA,1,NA,2013
"3002","PPW1331","C2","TR",2691.1,"HETARB",1,NA,NA,NA,NA,6.51,427,428,NA,2691,0.099999999999909,6.51,33.2852527046002,NA,1,NA,1,NA,NA,NA,1,NA,2013
"3003","PPW1331","C2","TS",2691.2,"HETARB",1,NA,89,1.23,9,NA,427,428,NA,2691,0.199999999999818,NA,NA,NA,1,NA,1,NA,NA,NA,NA,NA,2013
"3017","PPW1331","C4","TR",2707.1,"HETARB",1,NA,NA,NA,NA,1.38,480,200,NA,2707,0.099999999999909,1.38,1.4957122623741,NA,1,NA,1,NA,NA,NA,1,NA,2013
"3019","PPW1331","C4","TR",2707.2,"HETARB",1,NA,NA,NA,NA,1.22,480,200,NA,2707,0.199999999999818,1.22,1.16898662640076,NA,1,NA,1,NA,NA,NA,1,NA,2013
"3020","PPW1331","C4","TR",2707.3,"HETARB",1,NA,NA,NA,NA,1.22,480,200,NA,2707,0.300000000000182,1.22,1.16898662640076,NA,1,NA,1,NA,NA,NA,1,NA,2013
"3021","PPW1331","C4","TS",2707.4,"HETARB",1,NA,188,1.15,6,NA,480,200,NA,2707,0.400000000000091,NA,NA,NA,1,NA,1,NA,NA,NA,NA,NA,2013
"3043","PPW1332","B3","TR",2600.1,"UMBCAL",1,NA,NA,NA,NA,20.6,15,400,NA,2600,0.099999999999909,20.6,333.291564619341,NA,1,NA,1,NA,NA,NA,1,NA,2013
