"","Plot","Quad","Type","Num","Species","Confidence","Dead.Stump","SA.Height_cm","SA.BD_cm","SA.Stems","DBH_cm","X_cm","Y_cm","Notes","iNum","Point","dbh","Basal.Area","Dead","Live","Topkill","gCrown","Survival","Epicormic","Apical","NPoints","bSprout","Year"
"786","PPW1313","C2","TR",1748.1,"ARBMEN",1,NA,NA,NA,NA,33.8,470,98,NA,1748,0.099999999999909,33.8,897.270277791781,NA,1,NA,1,NA,NA,NA,1,NA,2013
"788","PPW1313","C2","TR",1748.2,"ARBMEN",1,NA,NA,NA,NA,10.15,470,98,NA,1748,0.200000000000045,10.15,80.9136822886136,NA,1,NA,1,NA,NA,NA,1,NA,2013
"790","PPW1313","C1","TR",1757.1,"ARBMEN",1,NA,NA,NA,NA,1.36,334,416,NA,1757,0.099999999999909,1.36,1.45267244301992,NA,1,NA,1,NA,NA,NA,1,NA,2013
"793","PPW1313","C1","TS",1756.1,"HETARB",1,NA,174,1.45,1,NA,413,58,NA,1756,0.099999999999909,NA,NA,NA,1,NA,1,NA,NA,NA,NA,NA,2013
"794","PPW1313","C1","TS",1756.2,"HETARB",1,NA,196,2.1,1,NA,413,58,NA,1756,0.200000000000045,NA,NA,NA,1,NA,1,NA,NA,NA,NA,NA,2013
"795","PPW1313","C1","TS",1756.3,"HETARB",1,NA,171,1.29,2,NA,413,58,NA,1756,0.299999999999955,NA,NA,NA,1,NA,1,NA,NA,NA,NA,NA,2013
"796","PPW1313","C1","TS",1756.4,"HETARB",1,NA,NA,NA,NA,1.13,413,58,NA,1756,0.400000000000091,NA,NA,NA,1,NA,1,NA,NA,NA,NA,NA,2013
"797","PPW1313","C1","TS",1756.5,"HETARB",1,NA,128,0.65,1,NA,413,58,NA,1756,0.5,NA,NA,NA,1,NA,1,NA,NA,NA,NA,NA,2013
"798","PPW1313","C1","TS",1756.6,"HETARB",1,NA,88,0.57,2,NA,413,58,NA,1756,0.599999999999909,NA,NA,NA,1,NA,1,NA,NA,NA,NA,NA,2013
"804","PPW1313","D3","TR",1765.1,"ARBMEN",1,NA,NA,NA,NA,5.4,447,354,NA,1765,0.099999999999909,5.4,22.9022104446696,NA,1,NA,1,NA,NA,NA,1,NA,2013
"819","PPW1314","B3","TR",1903.1,"ARCMAN",1,NA,NA,NA,NA,20.2,264,145,NA,1903,0.099999999999909,20.2,320.473866592695,NA,1,NA,1,NA,NA,NA,1,NA,2013
"820","PPW1314","B3","TR",1903.2,"ARCMAN",1,NA,NA,NA,NA,19.4,264,145,NA,1903,0.200000000000045,19.4,295.592452776264,NA,1,NA,1,NA,NA,NA,1,NA,2013
"823","PPW1314","B2","TS",1959.1,"ARCMAN",1,NA,99,1.8,2,NA,381,112,NA,1959,0.099999999999909,NA,NA,NA,1,NA,1,NA,NA,NA,NA,NA,2013
"824","PPW1314","B2","TS",1959.2,"ARCMAN",1,NA,122,1.63,5,NA,381,112,NA,1959,0.200000000000045,NA,NA,NA,1,NA,1,NA,NA,NA,NA,NA,2013
"831","PPW1314","D3","TR",1961.1,"QUEAGR",1,NA,NA,NA,NA,16.1,68,115,NA,1961,0.099999999999909,16.1,203.583057934253,NA,1,NA,1,NA,NA,NA,1,NA,2013
"832","PPW1314","D3","TS",1961.2,"QUEAGR",1,NA,74,1.75,1,NA,68,115,NA,1961,0.200000000000045,NA,NA,NA,1,NA,1,NA,NA,NA,NA,NA,2013
"843","PPW1315","A3","TR",2806.1,"QUEGAR",0,NA,NA,NA,NA,2.54,103,217,"WAS QUEKEL AUG SP NAMES- MKQC2022",2806,0.099999999999909,2.54,5.06707479097498,NA,1,NA,1,NA,NA,NA,1,NA,2013
"853","PPW1315","B1","TR",2815.1,"UMBCAL",1,NA,NA,NA,NA,9.45,281,111,NA,2815,0.099999999999909,9.45,70.1380194868006,NA,1,NA,1,NA,NA,NA,1,NA,2013
"854","PPW1315","B1","TR",2815.2,"UMBCAL",1,NA,NA,NA,NA,1.13,281,111,NA,2815,0.199999999999818,1.13,1.0028749148422,NA,1,NA,1,NA,NA,NA,1,NA,2013
"855","PPW1315","B1","TR",2815.3,"UMBCAL",1,NA,NA,NA,NA,1.48,281,111,NA,2815,0.300000000000182,1.48,1.72033613710577,NA,1,NA,1,NA,NA,NA,1,NA,2013
"856","PPW1315","B1","TS",2815.4,"UMBCAL",1,NA,66,1.29,2,NA,281,111,NA,2815,0.400000000000091,NA,NA,NA,1,NA,1,NA,NA,NA,NA,NA,2013
"858","PPW1315","C1","TS",2816.1,"UMBCAL",1,NA,88,1.32,2,NA,72,97,NA,2816,0.099999999999909,NA,NA,NA,1,NA,1,NA,NA,NA,NA,NA,2013
"882","PPW1316","A2","TS",2843.1,"QUEAGR",1,NA,53,0.39,1,NA,146,140,NA,2843,0.099999999999909,NA,NA,NA,1,NA,1,NA,NA,NA,NA,NA,2013
"891","PPW1316","A4","TR",2849.1,"QUEAGR",1,NA,NA,NA,NA,52.2,197,280,NA,2849,0.099999999999909,52.2,2140.0843315519,NA,1,NA,1,NA,NA,NA,1,NA,2013
"892","PPW1316","A4","TS",2849.2,"QUEAGR",1,NA,NA,NA,NA,1.23,197,280,NA,2849,0.199999999999818,NA,NA,NA,1,NA,1,NA,NA,NA,NA,NA,2013
"893","PPW1316","A4","TS",2849.3,"QUEAGR",1,NA,NA,NA,NA,3.15,197,280,NA,2849,0.300000000000182,NA,NA,NA,1,NA,1,NA,NA,NA,NA,NA,2013
"897","PPW1316","B2","TR",2853.1,"QUEAGR",1,NA,NA,NA,NA,3.11,70,50,NA,2853,0.099999999999909,3.11,7.59644957619646,NA,1,NA,1,NA,NA,NA,1,NA,2013
"903","PPW1316","C2","TS",2854.1,"QUEAGR",1,NA,114,1.57,1,NA,90,380,NA,2854,0.099999999999909,NA,NA,NA,1,NA,1,NA,NA,NA,NA,NA,2013
"906","PPW1316","C3","TR",2855.1,"QUEAGR",1,NA,NA,NA,NA,1.01,450,150,NA,2855,0.099999999999909,1.01,0.801184666481737,NA,1,NA,1,NA,NA,NA,1,NA,2013
"908","PPW1316","C3","TR",2856.1,"QUEAGR",1,NA,NA,NA,NA,38,355,310,"Sudden Oak Death",2856,0.099999999999909,38,1134.11494794592,NA,1,NA,1,NA,NA,NA,1,NA,2013
"910","PPW1316","D4","TR",2839.1,"QUEAGR",1,NA,NA,NA,NA,21,428,361,NA,2839,0.099999999999909,21,346.360590058275,NA,1,NA,1,NA,NA,NA,1,NA,2013
"911","PPW1316","D4","TR",2839.2,"QUEAGR",1,NA,NA,NA,NA,24,428,361,NA,2839,0.199999999999818,24,452.38934211693,NA,1,NA,1,NA,NA,NA,1,NA,2013
"913","PPW1316","D2","TR",2857.1,"QUEAGR",1,NA,NA,NA,NA,1.55,307,23,NA,2857,0.099999999999909,1.55,1.88691908756237,NA,1,NA,1,NA,NA,NA,1,NA,2013
"945","PPW1317","C1","TR",2773.1,"QUEGAR",0,NA,NA,NA,NA,16,33,257,NA,2773,0.099999999999909,16,201.061929829747,NA,1,NA,1,NA,NA,NA,1,NA,2013
"953","PPW1317","C2","TR",2780.1,"QUEGAR",0,NA,NA,NA,NA,16.3,347,426,NA,2780,0.099999999999909,16.3,208.672438033068,NA,1,NA,1,NA,NA,NA,1,NA,2013
"955","PPW1317","C4","TR",2798.1,"QUEGAR",0,NA,NA,NA,NA,15.4,140,240,NA,2798,0.099999999999909,15.4,186.265028431339,NA,1,NA,1,NA,NA,NA,1,NA,2013
"964","PPW1317","D2","TR",2790.1,"QUEGAR",0,NA,NA,NA,NA,2.62,290,310,NA,2790,0.099999999999909,2.62,5.39128715282544,NA,1,NA,1,NA,NA,NA,1,NA,2013
"970","PPW1317","D1","TR",2793.1,"QUEGAR",0,NA,NA,NA,NA,15.05,320,170,"DBH AT 150CM",2793,0.099999999999909,15.05,177.894647504931,NA,1,NA,1,NA,NA,NA,1,NA,2013
"976","PPW1318","D4","TR",4506.1,"QUEKEL",1,NA,NA,NA,NA,36.9,236,127,NA,4506,0.100000000000364,36.9,1069.4059932636,NA,1,NA,1,NA,NA,NA,1,NA,2013
"977","PPW1318","D4","TR",4506.2,"QUEKEL",1,NA,NA,NA,NA,32.6,236,127,NA,4506,0.199999999999818,32.6,834.689752132272,NA,1,NA,1,NA,NA,NA,1,NA,2013
"979","PPW1318","A4","TR",4501.1,"QUEAGR",1,NA,NA,NA,NA,43.8,156,474,NA,4501,0.100000000000364,43.8,1506.7392525882,NA,1,NA,1,NA,NA,NA,1,NA,2013
"984","PPW1318","A1","TR",4430.1,"QUEGAR",1,NA,NA,NA,NA,40.05,180,350,NA,4430,0.100000000000364,40.05,1259.78061758492,NA,1,NA,1,NA,NA,NA,1,NA,2013
"985","PPW1318","A1","TR",4430.2,"QUEGAR",1,NA,NA,NA,NA,36,180,350,NA,4430,0.199999999999818,36,1017.87601976309,NA,1,NA,1,NA,NA,NA,1,NA,2013
"986","PPW1318","A1","TR",4430.3,"QUEGAR",1,NA,NA,NA,NA,14.8,180,350,NA,4430,0.300000000000182,14.8,172.033613710577,NA,1,NA,1,NA,NA,NA,1,NA,2013
"994","PPW1319","A1","TR",2864.1,"UMBCAL",1,NA,NA,NA,NA,10.3,91,176,NA,2864,0.099999999999909,10.3,83.3228911548353,NA,1,NA,1,NA,NA,NA,1,NA,2013
"995","PPW1319","A1","TR",2864.2,"UMBCAL",1,NA,NA,NA,NA,12.3,91,176,NA,2864,0.199999999999818,12.3,118.8228881404,NA,1,NA,1,NA,NA,NA,1,NA,2013
"996","PPW1319","A1","TR",2864.3,"UMBCAL",1,NA,NA,NA,NA,9.3,91,176,NA,2864,0.300000000000182,9.3,67.9290871522453,NA,1,NA,1,NA,NA,NA,1,NA,2013
"997","PPW1319","A1","TR",2864.4,"UMBCAL",1,NA,NA,NA,NA,6.9,91,176,NA,2864,0.400000000000091,6.9,37.3928065593525,NA,1,NA,1,NA,NA,NA,1,NA,2013
"998","PPW1319","A1","TR",2864.5,"UMBCAL",1,NA,NA,NA,NA,5.7,91,176,NA,2864,0.5,5.7,25.5175863287831,NA,1,NA,1,NA,NA,NA,1,NA,2013
"1004","PPW1319","A2","TR",2867.1,"UMBCAL",1,NA,NA,NA,NA,13.5,467,119,NA,2867,0.099999999999909,13.5,143.138815279185,NA,1,NA,1,NA,NA,NA,1,NA,2013
"1006","PPW1319","A2","TR",2866.1,"UMBCAL",1,NA,NA,NA,NA,19.8,412,126,NA,2866,0.099999999999909,19.8,307.907495978336,NA,1,NA,1,NA,NA,NA,1,NA,2013
"1007","PPW1319","A2","TS",2866.2,"UMBCAL",1,NA,110,1.12,3,NA,412,126,NA,2866,0.199999999999818,NA,NA,NA,1,NA,1,NA,NA,NA,NA,NA,2013
"1012","PPW1319","B4","TR",2875.1,"UMBCAL",1,NA,NA,NA,NA,13.4,369,265,NA,2875,0.099999999999909,13.4,141.026094219646,NA,1,NA,1,NA,NA,NA,1,NA,2013
"1013","PPW1319","B4","TR",2875.2,"UMBCAL",1,NA,NA,NA,NA,3.52,369,265,NA,2875,0.199999999999818,3.52,9.73139740375974,NA,1,NA,1,NA,NA,NA,1,NA,2013
"1014","PPW1319","B4","TR",2875.3,"UMBCAL",1,NA,NA,NA,NA,3.54,369,265,NA,2875,0.300000000000182,3.54,9.84229562443146,NA,1,NA,1,NA,NA,NA,1,NA,2013
"1016","PPW1319","B4","TR",2873.1,"UMBCAL",1,NA,NA,NA,NA,29.65,44,396,NA,2873,0.099999999999909,29.65,690.461196901373,NA,1,NA,1,NA,NA,NA,1,NA,2013
"1022","PPW1319","D4","TR",2879.1,"UMBCAL",1,NA,NA,NA,NA,4.96,258,235,NA,2879,0.099999999999909,4.96,19.3220514566387,NA,1,NA,1,NA,NA,NA,1,NA,2013
"1029","PPW1320","A1","TR",4512.1,"HETARB",1,NA,NA,NA,NA,1.3,298,18,NA,4512,0.100000000000364,1.3,1.32732289614169,NA,1,NA,1,NA,NA,NA,1,NA,2013
"1030","PPW1320","A1","TS",4512.2,"HETARB",1,NA,226,1.37,6,NA,298,18,NA,4512,0.199999999999818,NA,NA,NA,1,NA,1,NA,NA,NA,NA,NA,2013
"1035","PPW1320","A1","TS",4514.1,"FRACAL",1,NA,193,1.09,1,NA,185,8,NA,4514,0.100000000000364,NA,NA,NA,1,NA,1,NA,NA,NA,NA,NA,2013
"1036","PPW1320","A1","TS",4515.1,"HETARB",1,NA,28,0.7,1,NA,116,87,NA,4515,0.100000000000364,NA,NA,NA,1,NA,1,NA,NA,NA,NA,NA,2013
"1038","PPW1320","A1","TS",4517.1,"HETARB",1,NA,248,1.61,10,NA,67,79,NA,4517,0.100000000000364,NA,NA,NA,1,NA,1,NA,NA,NA,NA,NA,2013
"1047","PPW1320","A1","TR",4527.1,"AMOCAL",1,NA,NA,NA,NA,1.05,231,458,NA,4527,0.100000000000364,1.05,0.865901475145687,NA,1,NA,1,NA,NA,NA,1,NA,2013
"1053","PPW1320","A2","TR",4529.1,"HETARB",1,NA,NA,NA,NA,2.11,447,59,"1  MORE BRANCH APPROX. SAME SIZE",4529,0.100000000000364,2.11,3.49667116326178,NA,1,NA,1,NA,NA,NA,1,NA,2013
"1054","PPW1320","A2","TR",4529.2,"HETARB",1,NA,NA,NA,NA,1.94,447,59,"2  MORE BRANCHES APPROX. SAME SIZE",4529,0.199999999999818,1.94,2.95592452776264,NA,1,NA,1,NA,NA,NA,1,NA,2013
"1055","PPW1320","A2","TR",4529.3,"HETARB",1,NA,NA,NA,NA,1.5,447,59,"1  MORE BRANCH APPROX. SAME SIZE",4529,0.300000000000182,1.5,1.76714586764426,NA,1,NA,1,NA,NA,NA,1,NA,2013
"1056","PPW1320","A2","TR",4529.4,"HETARB",1,NA,NA,NA,NA,2.12,447,59,NA,4529,0.399999999999636,2.12,3.52989350557349,NA,1,NA,1,NA,NA,NA,1,NA,2013
"1057","PPW1320","A2","TS",4529.5,"HETARB",1,NA,80,0.61,4,NA,447,59,NA,4529,0.5,NA,NA,NA,1,NA,1,NA,NA,NA,NA,NA,2013
"1065","PPW1320","A2","TS",4536.1,"QUEAGR",1,NA,165,1.32,1,NA,79,224,NA,4536,0.100000000000364,NA,NA,NA,1,NA,1,NA,NA,NA,NA,NA,2013
"1071","PPW1320","A2","TR",4544.1,"HETARB",1,NA,NA,NA,NA,1.53,300,360,NA,4544,0.100000000000364,1.53,1.83853856069709,NA,1,NA,1,NA,NA,NA,1,NA,2013
"1072","PPW1320","A2","TR",4544.2,"HETARB",1,NA,NA,NA,NA,1.58,300,360,NA,4544,0.199999999999818,1.58,1.96066797510539,NA,1,NA,1,NA,NA,NA,1,NA,2013
"1073","PPW1320","A2","TR",4544.3,"HETARB",1,NA,NA,NA,NA,1.19,300,360,NA,4544,0.300000000000182,1.19,1.11220233918713,NA,1,NA,1,NA,NA,NA,1,NA,2013
"1074","PPW1320","A2","TS",4544.4,"HETARB",1,NA,85,0.62,6,NA,300,360,NA,4544,0.399999999999636,NA,NA,NA,1,NA,1,NA,NA,NA,NA,NA,2013
"1075","PPW1320","A2","TR",4544.5,"HETARB",1,NA,NA,NA,NA,1.16,300,360,"ON GROUND UNDER DEBRIS",4544,0.5,1.16,1.05683176866761,NA,1,NA,1,NA,NA,NA,1,NA,2013
"1077","PPW1320","A2","TR",4546.1,"HETARB",1,NA,NA,NA,NA,1.41,271,481,NA,4546,0.100000000000364,1.41,1.56145008865047,NA,1,NA,1,NA,NA,NA,1,NA,2013
"1078","PPW1320","A2","TR",4546.2,"HETARB",1,NA,NA,NA,NA,1.46,271,481,NA,4546,0.199999999999818,1.46,1.674154725098,NA,1,NA,1,NA,NA,NA,1,NA,2013
"1079","PPW1320","A2","TR",4546.3,"HETARB",1,NA,NA,NA,NA,1.18,271,481,NA,4546,0.300000000000182,1.18,1.09358840271461,NA,1,NA,1,NA,NA,NA,1,NA,2013
"1080","PPW1320","A2","TS",4546.4,"HETARB",1,NA,247,1.11,8,NA,271,481,NA,4546,0.399999999999636,NA,NA,NA,1,NA,1,NA,NA,NA,NA,NA,2013
"1091","PPW1320","A3","TR",4568.1,"HETARB",1,NA,NA,NA,NA,1.66,80,353,"2  MORE BRANCHES APPROX. SAME SIZE",4568,0.100000000000364,1.66,2.16424317905801,NA,1,NA,1,NA,NA,NA,1,NA,2013
"1092","PPW1320","A3","TS",4568.2,"HETARB",1,NA,281,1.64,7,NA,80,353,NA,4568,0.199999999999818,NA,NA,NA,1,NA,1,NA,NA,NA,NA,NA,2013
"1095","PPW1320","A3","TR",4549.1,"HETARB",1,NA,NA,NA,NA,1.68,122,126,"1  MORE BRANCH APPROX. SAME SIZE",4549,0.100000000000364,1.68,2.21670777637296,NA,1,NA,1,NA,NA,NA,1,NA,2013
"1096","PPW1320","A3","TR",4549.2,"HETARB",1,NA,NA,NA,NA,1.44,122,126,NA,4549,0.199999999999818,1.44,1.62860163162095,NA,1,NA,1,NA,NA,NA,1,NA,2013
"1097","PPW1320","A3","TR",4549.3,"HETARB",1,NA,NA,NA,NA,1.58,122,126,NA,4549,0.300000000000182,1.58,1.96066797510539,NA,1,NA,1,NA,NA,NA,1,NA,2013
"1098","PPW1320","A3","TS",4549.4,"HETARB",1,NA,200,1.23,6,NA,122,126,NA,4549,0.399999999999636,NA,NA,NA,1,NA,1,NA,NA,NA,NA,NA,2013
"1114","PPW1320","A4","TS",4576.1,"ARBMEN",1,NA,59,0.91,1,NA,87,484,NA,4576,0.100000000000364,NA,NA,NA,1,NA,1,NA,NA,NA,NA,NA,2013
"1120","PPW1320","A4","TS",4571.1,"HETARB",1,NA,125,0.78,6,NA,442,118,NA,4571,0.100000000000364,NA,NA,NA,1,NA,1,NA,NA,NA,NA,NA,2013
"1129","PPW1320","B4","TR",4719.1,"HETARB",1,NA,NA,NA,NA,3.05,70,315,NA,4719,0.100000000000364,3.05,7.30616641500476,NA,1,NA,1,NA,NA,NA,1,NA,2013
"1130","PPW1320","B4","TR",4719.2,"HETARB",1,NA,NA,NA,NA,1.19,70,315,NA,4719,0.199999999999818,1.19,1.11220233918713,NA,1,NA,1,NA,NA,NA,1,NA,2013
"1131","PPW1320","B4","TR",4719.3,"HETARB",1,NA,NA,NA,NA,1.47,70,315,NA,4719,0.300000000000182,1.47,1.69716689128555,NA,1,NA,1,NA,NA,NA,1,NA,2013
"1132","PPW1320","B4","TS",4719.4,"HETARB",1,NA,99,0.54,2,NA,70,315,NA,4719,0.399999999999636,NA,NA,NA,1,NA,1,NA,NA,NA,NA,NA,2013
"1140","PPW1320","B4","TR",4638.1,"UMBCAL",1,NA,NA,NA,NA,22,350,240,NA,4638,0.100000000000364,22,380.132711084365,NA,1,NA,1,NA,NA,NA,1,NA,2013
"1143","PPW1320","B4","TR",4559.1,"HETARB",1,NA,NA,NA,NA,3.76,294,450,NA,4559,0.100000000000364,3.76,11.1036450748478,NA,1,NA,1,NA,NA,NA,1,NA,2013
"1144","PPW1320","B4","TR",4559.2,"HETARB",1,NA,NA,NA,NA,1.75,294,450,NA,4559,0.199999999999818,1.75,2.40528187540469,NA,1,NA,1,NA,NA,NA,1,NA,2013
"1145","PPW1320","B4","TS",4559.3,"HETARB",1,NA,200,1.5,6,NA,294,450,NA,4559,0.300000000000182,NA,NA,NA,1,NA,1,NA,NA,NA,NA,NA,2013
"1147","PPW1320","B4","TR",4557.1,"HETARB",1,NA,NA,NA,NA,1.96,465,190,NA,4557,0.100000000000364,1.96,3.01718558450764,NA,1,NA,1,NA,NA,NA,1,NA,2013
"1148","PPW1320","B4","TS",4557.2,"HETARB",1,NA,155,0.78,3,NA,465,190,NA,4557,0.199999999999818,NA,NA,NA,1,NA,1,NA,NA,NA,NA,NA,2013
"1150","PPW1320","B4","TR",4742.1,"HETARB",1,NA,NA,NA,NA,3.31,410,147,NA,4742,0.100000000000364,3.31,8.60490081799878,NA,1,NA,1,NA,NA,NA,1,NA,2013
"1151","PPW1320","B4","TR",4742.2,"HETARB",1,NA,NA,NA,NA,1.46,410,147,NA,4742,0.199999999999818,1.46,1.674154725098,NA,1,NA,1,NA,NA,NA,1,NA,2013
"1152","PPW1320","B4","TR",4742.3,"HETARB",1,NA,NA,NA,NA,1.01,410,147,NA,4742,0.300000000000182,1.01,0.801184666481737,NA,1,NA,1,NA,NA,NA,1,NA,2013
"1154","PPW1320","B4","TR",4555.1,"HETARB",1,NA,NA,NA,NA,1.68,402,94,NA,4555,0.100000000000364,1.68,2.21670777637296,NA,1,NA,1,NA,NA,NA,1,NA,2013
"1155","PPW1320","B4","TR",4555.2,"HETARB",1,NA,NA,NA,NA,1.14,402,94,NA,4555,0.199999999999818,1.14,1.02070345315132,NA,1,NA,1,NA,NA,NA,1,NA,2013
"1156","PPW1320","B4","TR",4555.3,"HETARB",1,NA,NA,NA,NA,1.57,402,94,NA,4555,0.300000000000182,1.57,1.93592793295837,NA,1,NA,1,NA,NA,NA,1,NA,2013
"1157","PPW1320","B4","TS",4555.4,"HETARB",1,NA,200,1.61,4,NA,402,94,NA,4555,0.399999999999636,NA,NA,NA,1,NA,1,NA,NA,NA,NA,NA,2013
"1175","PPW1320","B2","TR",4651.1,"HETARB",1,NA,NA,NA,NA,1.44,444,225,NA,4651,0.100000000000364,1.44,1.62860163162095,NA,1,NA,1,NA,NA,NA,1,NA,2013
"1176","PPW1320","B2","TR",4651.2,"HETARB",1,NA,NA,NA,NA,1.32,444,225,NA,4651,0.199999999999818,1.32,1.36847775990371,NA,1,NA,1,NA,NA,NA,1,NA,2013
"1177","PPW1320","B2","TS",4651.3,"HETARB",1,NA,128,0.97,3,NA,444,225,NA,4651,0.300000000000182,NA,NA,NA,1,NA,1,NA,NA,NA,NA,NA,2013
"1179","PPW1320","B2","TS",4653.1,"HETARB",1,NA,229,1.85,7,NA,452,117,NA,4653,0.100000000000364,NA,NA,NA,1,NA,1,NA,NA,NA,NA,NA,2013
"1186","PPW1320","B1","TR",4657.1,"HETARB",1,NA,NA,NA,NA,1.44,473,305,NA,4657,0.100000000000364,1.44,1.62860163162095,NA,1,NA,1,NA,NA,NA,1,NA,2013
"1187","PPW1320","B1","TR",4657.2,"HETARB",1,NA,NA,NA,NA,1.24,473,305,NA,4657,0.199999999999818,1.24,1.20762821603992,NA,1,NA,1,NA,NA,NA,1,NA,2013
"1188","PPW1320","B1","TS",4657.3,"HETARB",1,NA,211,1.3,3,NA,473,305,NA,4657,0.300000000000182,NA,NA,NA,1,NA,1,NA,NA,NA,NA,NA,2013
"1192","PPW1320","B1","TR",4661.1,"HETARB",1,NA,NA,NA,NA,1.2,410,290,NA,4661,0.100000000000364,1.2,1.13097335529233,NA,1,NA,1,NA,NA,NA,1,NA,2013
"1193","PPW1320","B1","TS",4661.2,"HETARB",1,NA,200,1.9,1,NA,410,210,NA,4661,0.199999999999818,NA,NA,NA,1,NA,1,NA,NA,NA,NA,NA,2013
"1204","PPW1320","B1","TR",4632.1,"HETARB",1,NA,NA,NA,NA,1.9,59,140,NA,4632,0.100000000000364,1.9,2.83528736986479,NA,1,NA,1,NA,NA,NA,1,NA,2013
"1205","PPW1320","B1","TR",4632.2,"HETARB",1,NA,NA,NA,NA,1.17,59,140,NA,4632,0.199999999999818,1.17,1.07513154587477,NA,1,NA,1,NA,NA,NA,1,NA,2013
"1206","PPW1320","B1","TR",4632.3,"HETARB",1,NA,NA,NA,NA,1.31,59,140,NA,4632,0.300000000000182,1.31,1.34782178820636,NA,1,NA,1,NA,NA,NA,1,NA,2013
"1207","PPW1320","B1","TS",4632.4,"HETARB",1,NA,86,0.7,4,NA,59,140,NA,4632,0.399999999999636,NA,NA,NA,1,NA,1,NA,NA,NA,NA,NA,2013
"1223","PPW1320","C3","TR",4700.1,"HETARB",1,NA,NA,NA,NA,1.34,226,56,NA,4700,0.100000000000364,1.34,1.41026094219646,NA,1,NA,1,NA,NA,NA,1,NA,2013
"1224","PPW1320","C3","TS",4700.2,"HETARB",1,NA,171,1.13,8,NA,226,56,NA,4700,0.199999999999818,NA,NA,NA,1,NA,1,NA,NA,NA,NA,NA,2013
"1229","PPW1320","C3","TR",4702.1,"HETARB",1,NA,NA,NA,NA,4.3,435,372,"1  MORE BRANCH APPROX. SAME SIZE",4702,0.100000000000364,4.3,14.5220120412188,NA,1,NA,1,NA,NA,NA,1,NA,2013
"1230","PPW1320","C3","TR",4702.2,"HETARB",1,NA,NA,NA,NA,1.16,435,372,NA,4702,0.199999999999818,1.16,1.05683176866761,NA,1,NA,1,NA,NA,NA,1,NA,2013
"1231","PPW1320","C3","TR",4702.3,"HETARB",1,NA,NA,NA,NA,1.47,435,372,NA,4702,0.300000000000182,1.47,1.69716689128555,NA,1,NA,1,NA,NA,NA,1,NA,2013
"1232","PPW1320","C3","TS",4702.4,"HETARB",1,NA,53,0.45,5,NA,435,372,NA,4702,0.399999999999636,NA,NA,NA,1,NA,1,NA,NA,NA,NA,NA,2013
"1236","PPW1320","C4","TR",4714.1,"HETARB",1,NA,NA,NA,NA,1.61,234,17,"1  MORE BRANCH APPROX. SAME SIZE",4714,0.100000000000364,1.61,2.03583057934253,NA,1,NA,1,NA,NA,NA,1,NA,2013
"1237","PPW1320","C4","TS",4714.2,"HETARB",1,NA,94,1,6,NA,234,17,NA,4714,0.199999999999818,NA,NA,NA,1,NA,1,NA,NA,NA,NA,NA,2013
"1239","PPW1320","C4","TR",4708.1,"AMOCAL",1,NA,NA,NA,NA,1.52,220,53,NA,4708,0.100000000000364,1.52,1.81458391671346,NA,1,NA,1,NA,NA,NA,1,NA,2013
"1242","PPW1320","C4","TR",4705.1,"UMBCAL",1,NA,NA,NA,NA,1.19,162,491,NA,4705,0.100000000000364,1.19,1.11220233918713,NA,1,NA,1,NA,NA,NA,1,NA,2013
"1245","PPW1320","C4","TS",4706.1,"HETARB",1,NA,116,0.67,2,NA,210,477,NA,4706,0.100000000000364,NA,NA,NA,1,NA,1,NA,NA,NA,NA,NA,2013
"1250","PPW1320","D4","TR",4722.1,"UMBCAL",1,NA,NA,NA,NA,1.06,469,16,NA,4722,0.100000000000364,1.06,0.882473376393373,NA,1,NA,1,NA,NA,NA,1,NA,2013
"1254","PPW1320","D3","TR",4725.1,"HETARB",1,NA,NA,NA,NA,2.63,56,265,NA,4725,0.100000000000364,2.63,5.43252055640381,NA,1,NA,1,NA,NA,NA,1,NA,2013
"1255","PPW1320","D3","TR",4725.2,"HETARB",1,NA,NA,NA,NA,1.3,56,265,NA,4725,0.199999999999818,1.3,1.32732289614169,NA,1,NA,1,NA,NA,NA,1,NA,2013
"1256","PPW1320","D3","TR",4725.3,"HETARB",1,NA,NA,NA,NA,1.79,56,265,NA,4725,0.300000000000182,1.79,2.51649425534176,NA,1,NA,1,NA,NA,NA,1,NA,2013
"1257","PPW1320","D3","TR",4725.4,"HETARB",1,NA,NA,NA,NA,2.17,56,265,NA,4725,0.399999999999636,2.17,3.69836141162224,NA,1,NA,1,NA,NA,NA,1,NA,2013
"1258","PPW1320","D3","TR",4725.5,"HETARB",1,NA,NA,NA,NA,1.36,56,265,NA,4725,0.5,1.36,1.45267244301992,NA,1,NA,1,NA,NA,NA,1,NA,2013
"1259","PPW1320","D3","TS",4725.6,"HETARB",1,NA,101,0.74,3,NA,56,265,NA,4725,0.600000000000364,NA,NA,NA,1,NA,1,NA,NA,NA,NA,NA,2013
"1265","PPW1320","D2","TR",4699.1,"ARBMEN",1,NA,NA,NA,NA,23.95,30,220,NA,4699,0.100000000000364,23.95,450.506350020185,NA,1,NA,1,NA,NA,NA,1,NA,2013
"1267","PPW1320","D2","TS",4729.1,"FRACAL",1,NA,85,4.94,1,NA,132,136,"ATTACHED TO DEAD WITH 3.34 DBH ; INCORREC TAG? BC ASSOCIATED WITH A 'SA'--> CONFUSING ",4729,0.100000000000364,NA,NA,NA,1,NA,1,NA,NA,NA,NA,NA,2013
