"","Num","P13","P18","P19","P20","S13","S18","S19","S20","nP","nSp"
"595",1502,"PPW1312","PPW1312","PPW1312","PPW1312","UMBCAL","UMBCAL","UMBCAL","UMBCAL",1,1
"596",1503,"PPW1312","PPW1312","PPW1312","PPW1312","QUEAGR","QUEAGR","QUEAGR","QUEAGR",1,1
"597",1504,"PPW1312","PPW1312","PPW1312","PPW1312","UMBCAL","UMBCAL","UMBCAL","UMBCAL",1,1
"598",1505,"PPW1312","PPW1312","PPW1312","PPW1312","QUEAGR","QUEAGR","QUEAGR","QUEAGR",1,1
"599",1506,"PPW1312","PPW1312","PPW1312","PPW1312","ARBMEN","ARBMEN","ARBMEN","ARBMEN",1,1
"600",1507,"PPW1312","PPW1312","PPW1312","PPW1312","ARBMEN","ARBMEN","ARBMEN","ARBMEN",1,1
"601",1508,"PPW1312","PPW1312","PPW1312","PPW1312","ARBMEN","ARBMEN","ARBMEN","ARBMEN",1,1
"602",1509,"PPW1312","PPW1312","PPW1312","PPW1312","ARBMEN","ARBMEN","ARBMEN","ARBMEN",1,1
"603",1510,"PPW1312","PPW1312","PPW1312","PPW1312","ARBMEN","ARBMEN","ARBMEN","ARBMEN",1,1
"604",1511,"PPW1312","PPW1312","PPW1312","PPW1312","ARBMEN","ARBMEN","ARBMEN","ARBMEN",1,1
"605",1512,"PPW1312","PPW1312","PPW1312","PPW1312","QUEAGR","QUEAGR","QUEAGR","QUEAGR",1,1
"606",1513,"PPW1312","PPW1312","PPW1312","PPW1312","QUEAGR","QUEAGR","QUEAGR","QUEAGR",1,1
"607",1514,"PPW1312","PPW1312","PPW1312","PPW1312","UMBCAL","UMBCAL","UMBCAL","UMBCAL",1,1
"608",1515,"PPW1312","PPW1312","PPW1312","PPW1312","QUEAGR","QUEAGR","QUEAGR","QUEAGR",1,1
"609",1516,"PPW1312","PPW1312","PPW1312","PPW1312","QUEAGR","QUEAGR","QUEAGR","QUEAGR",1,1
"610",1517,"PPW1312","PPW1312","PPW1312","PPW1312","QUEAGR","QUEAGR","QUEAGR","QUEAGR",1,1
"611",1518,"PPW1312","PPW1312","PPW1312","PPW1312","QUEAGR","QUEAGR","QUEAGR","QUEAGR",1,1
"612",1519,"PPW1312","PPW1312","PPW1312","PPW1312","QUEAGR","QUEAGR","QUEAGR","QUEAGR",1,1
"613",1520,"PPW1312","PPW1312","PPW1312","PPW1312","ARBMEN","ARBMEN","ARBMEN","ARBMEN",1,1
"614",1521,"PPW1312","PPW1312","PPW1312","PPW1312","HETARB","HETARB","HETARB","HETARB",1,1
"615",1523,"PPW1312","PPW1312","PPW1312","PPW1312","ARBMEN","ARBMEN","ARBMEN","ARBMEN",1,1
"616",1524,"PPW1312","PPW1312","PPW1312","PPW1312","ARBMEN","ARBMEN","ARBMEN","ARBMEN",1,1
"617",1525,"PPW1312","PPW1312","PPW1312","PPW1312","HETARB","HETARB","HETARB","HETARB",1,1
"618",1526,"PPW1312","PPW1312","PPW1312","PPW1312","HETARB","HETARB","HETARB","HETARB",1,1
"619",1527,"PPW1312","PPW1312","PPW1312","PPW1312","QUEAGR","QUEAGR","QUEAGR","QUEAGR",1,1
"620",1528,"PPW1312","PPW1312","PPW1312","PPW1312","HETARB","HETARB","HETARB","HETARB",1,1
"621",1528.1,"PPW1312","PPW1312","PPW1312","PPW1312","HETARB","HETARB","HETARB","HETARB",1,1
"622",1529,"PPW1312","PPW1312","PPW1312","PPW1312","HETARB","HETARB","HETARB","HETARB",1,1
"623",1530,"PPW1312","PPW1312","PPW1312","PPW1312","ARBMEN","ARBMEN","ARBMEN","ARBMEN",1,1
"624",1531,"PPW1312","PPW1312","PPW1312","PPW1312","QUEAGR","QUEAGR","QUEAGR","QUEAGR",1,1
"625",1532,"PPW1312","PPW1312","PPW1312","PPW1312","UMBCAL","UMBCAL","UMBCAL","UMBCAL",1,1
"626",1533,"PPW1312","PPW1312","PPW1312","PPW1312","HETARB","HETARB","HETARB","HETARB",1,1
"627",1534,"PPW1312","PPW1312","PPW1312","PPW1312","QUEAGR","QUEAGR","QUEAGR","QUEAGR",1,1
"628",1535,"PPW1312","PPW1312","PPW1312","PPW1312","QUEAGR","QUEAGR","QUEAGR","QUEAGR",1,1
"629",1536,"PPW1312","PPW1312","PPW1312","PPW1312","QUEAGR","QUEAGR","QUEAGR","QUEAGR",1,1
"630",1537,"PPW1312","PPW1312","PPW1312","PPW1312","QUEAGR","QUEAGR","QUEAGR","QUEAGR",1,1
"631",1538,"PPW1312","PPW1312","PPW1312","PPW1312","QUEAGR","QUEAGR","QUEAGR","QUEAGR",1,1
"632",1538.1,"PPW1312","PPW1312","PPW1312","PPW1312","QUEAGR","QUEAGR","QUEAGR","QUEAGR",1,1
"633",1539,"PPW1312","PPW1312","PPW1312","PPW1312","QUEAGR","QUEAGR","QUEAGR","QUEAGR",1,1
"634",1540,"PPW1312","PPW1312","PPW1312","PPW1312","QUEAGR","QUEAGR","QUEAGR","QUEAGR",1,1
"635",1541,"PPW1312","PPW1312","PPW1312","PPW1312","HETARB","HETARB","HETARB","HETARB",1,1
"636",1542,"PPW1312","PPW1312","PPW1312","PPW1312","UMBCAL","UMBCAL","UMBCAL","UMBCAL",1,1
"637",1543,"PPW1312","PPW1312","PPW1312","PPW1312","HETARB","HETARB","HETARB","HETARB",1,1
"638",1543.1,"PPW1312","PPW1312","PPW1312","PPW1312","HETARB","HETARB","HETARB","HETARB",1,1
"639",1544,"PPW1312","PPW1312","PPW1312","PPW1312","UMBCAL","UMBCAL","UMBCAL","UMBCAL",1,1
"640",1545,"PPW1312","PPW1312","PPW1312","PPW1312","HETARB","HETARB","HETARB","HETARB",1,1
"641",1545.1,"PPW1312","PPW1312","PPW1312","PPW1312","HETARB","HETARB","HETARB","HETARB",1,1
"642",1545.2,"PPW1312","PPW1312","PPW1312","PPW1312","HETARB","HETARB","HETARB","HETARB",1,1
"643",1546,"PPW1312","PPW1312","PPW1312","PPW1312","QUEAGR","QUEAGR","QUEAGR","QUEAGR",1,1
"644",1546.1,"PPW1312","PPW1312","PPW1312","PPW1312","QUEAGR","QUEAGR","QUEAGR","QUEAGR",1,1
"645",1546.2,"PPW1312","PPW1312","PPW1312","PPW1312","QUEAGR","QUEAGR","QUEAGR","QUEAGR",1,1
"646",1546.3,"PPW1312","PPW1312","PPW1312","PPW1312","QUEAGR","QUEAGR","QUEAGR","QUEAGR",1,1
"647",1547,"PPW1312","PPW1312","PPW1312","PPW1312","ARBMEN","ARBMEN","ARBMEN","ARBMEN",1,1
"648",1549,"PPW1312","PPW1312","PPW1312","PPW1312","UMBCAL","UMBCAL","UMBCAL","UMBCAL",1,1
"649",1550,"PPW1312","PPW1312","PPW1312","PPW1312","HETARB","HETARB","HETARB","HETARB",1,1
"650",1551,"PPW1312","PPW1312","PPW1312","PPW1312","HETARB","HETARB","HETARB","HETARB",1,1
"651",1552,"PPW1312","PPW1312","PPW1312","PPW1312","HETARB","HETARB","HETARB","HETARB",1,1
"652",1553,"PPW1312","PPW1312","PPW1312","PPW1312","PSEMEN","PSEMEN","PSEMEN","PSEMEN",1,1
"653",1554,"PPW1312","PPW1312","PPW1312","PPW1312","UMBCAL","UMBCAL","UMBCAL","UMBCAL",1,1
"654",1555,"PPW1312","PPW1312","PPW1312","PPW1312","QUEAGR","QUEAGR","QUEAGR","QUEAGR",1,1
"655",1556,"PPW1312","PPW1312","PPW1312","PPW1312","ARBMEN","ARBMEN","ARBMEN","ARBMEN",1,1
"656",1556.1,"PPW1312","PPW1312","PPW1312","PPW1312","ARBMEN","ARBMEN","ARBMEN","ARBMEN",1,1
"657",1557,"PPW1312","PPW1312","PPW1312","PPW1312","ARBMEN","ARBMEN","ARBMEN","ARBMEN",1,1
"658",1558,"PPW1312","PPW1312","PPW1312","PPW1312","QUEKEL","QUEKEL","QUEKEL","QUEKEL",1,1
"659",1559,"PPW1312","PPW1312","PPW1312","PPW1312","ARBMEN","ARBMEN","ARBMEN","ARBMEN",1,1
"660",1560,"PPW1312","PPW1312","PPW1312","PPW1312","QUEAGR","QUEAGR","QUEAGR","QUEAGR",1,1
"661",1561,"PPW1312","PPW1312","PPW1312","PPW1312","UMBCAL","UMBCAL","UMBCAL","UMBCAL",1,1
"662",1562,"PPW1312","PPW1312","PPW1312","PPW1312","UMBCAL","UMBCAL","UMBCAL","UMBCAL",1,1
"663",1563,"PPW1312","PPW1312","PPW1312","PPW1312","ARBMEN","ARBMEN","ARBMEN","ARBMEN",1,1
"664",1564,"PPW1312","PPW1312","PPW1312","PPW1312","ARBMEN","ARBMEN","ARBMEN","ARBMEN",1,1
"665",1564.1,"PPW1312","PPW1312","PPW1312","PPW1312","ARBMEN","ARBMEN","ARBMEN","ARBMEN",1,1
"666",1565,"PPW1312","PPW1312","PPW1312","PPW1312","QUEAGR","QUEAGR","QUEAGR","QUEAGR",1,1
"667",1566,"PPW1312","PPW1312","PPW1312","PPW1312","HETARB","HETARB","HETARB","HETARB",1,1
"668",1567,"PPW1312","PPW1312","PPW1312","PPW1312","QUEAGR","QUEAGR","QUEAGR","QUEAGR",1,1
"669",1568,"PPW1312","PPW1312","PPW1312","PPW1312","QUEAGR","QUEAGR","QUEAGR","QUEAGR",1,1
"670",1569,"PPW1312","PPW1312","PPW1312","PPW1312","QUEAGR","QUEAGR","QUEAGR","QUEAGR",1,1
"671",1570,"PPW1312","PPW1312","PPW1312","PPW1312","QUEAGR","QUEAGR","QUEAGR","QUEAGR",1,1
"672",1571,"PPW1312","PPW1312","PPW1312","PPW1312","HETARB","HETARB","HETARB","HETARB",1,1
"673",1572,"PPW1312","PPW1312","PPW1312","PPW1312","QUEAGR","QUEAGR","QUEAGR","QUEAGR",1,1
"674",1573,"PPW1312","PPW1312","PPW1312","PPW1312","UMBCAL","UMBCAL","UMBCAL","UMBCAL",1,1
"675",1574,"PPW1312","PPW1312","PPW1312","PPW1312","QUEAGR","QUEAGR","QUEAGR","QUEAGR",1,1
"676",1575,"PPW1312","PPW1312","PPW1312","PPW1312","QUEAGR","QUEAGR","QUEAGR","QUEAGR",1,1
"677",1576,"PPW1312","PPW1312","PPW1312","PPW1312","HETARB","HETARB","HETARB","HETARB",1,1
"678",1576.1,"PPW1312","PPW1312","PPW1312","PPW1312","HETARB","HETARB","HETARB","HETARB",1,1
"679",1576.2,"PPW1312","PPW1312","PPW1312","PPW1312","HETARB","HETARB","HETARB","HETARB",1,1
"680",1576.3,"PPW1312","PPW1312","PPW1312","PPW1312","HETARB","HETARB","HETARB","HETARB",1,1
"681",1577,"PPW1312","PPW1312","PPW1312","PPW1312","UMBCAL","UMBCAL","UMBCAL","UMBCAL",1,1
"682",1578,"PPW1312","PPW1312","PPW1312","PPW1312","HETARB","HETARB","HETARB","HETARB",1,1
"683",1579,"PPW1312","PPW1312","PPW1312","PPW1312","UMBCAL","UMBCAL","UMBCAL","UMBCAL",1,1
"684",1580,"PPW1312","PPW1312","PPW1312","PPW1312","QUEAGR","QUEAGR","QUEAGR","QUEAGR",1,1
"685",1581,"PPW1312","PPW1312","PPW1312","PPW1312","QUEAGR","QUEAGR","QUEAGR","QUEAGR",1,1
"686",1582,"PPW1312","PPW1312","PPW1312","PPW1312","QUEAGR","QUEAGR","QUEAGR","QUEAGR",1,1
"687",1583,"PPW1312","PPW1312","PPW1312","PPW1312","QUEAGR","QUEAGR","QUEAGR","QUEAGR",1,1
"688",1584,"PPW1312","PPW1312","PPW1312","PPW1312","PSEMEN","PSEMEN","PSEMEN","PSEMEN",1,1
"689",1585,"PPW1312","PPW1312","PPW1312","PPW1312","QUEAGR","QUEAGR","QUEAGR","QUEAGR",1,1
"690",1586,"PPW1312","PPW1312","PPW1312","PPW1312","QUEAGR","QUEAGR","QUEAGR","QUEAGR",1,1
"691",1587,"PPW1312","PPW1312","PPW1312","PPW1312","QUEAGR","QUEAGR","QUEAGR","QUEAGR",1,1
"692",1588,"PPW1312","PPW1312","PPW1312","PPW1312","UMBCAL","UMBCAL","UMBCAL","UMBCAL",1,1
"693",1589,"PPW1312","PPW1312","PPW1312","PPW1312","QUEAGR","QUEAGR","QUEAGR","QUEAGR",1,1
"694",1590,"PPW1312","PPW1312","PPW1312","PPW1312","UMBCAL","UMBCAL","UMBCAL","UMBCAL",1,1
"695",1591,"PPW1312","PPW1312","PPW1312","PPW1312","HETARB","HETARB","HETARB","HETARB",1,1
"696",1592,"PPW1312","PPW1312","PPW1312","PPW1312","QUEAGR","QUEAGR","QUEAGR","QUEAGR",1,1
"697",1593,"PPW1312","PPW1312","PPW1312","PPW1312","ARBMEN","ARBMEN","ARBMEN","ARBMEN",1,1
"698",1593.1,"PPW1312","PPW1312","PPW1312","PPW1312","ARBMEN","ARBMEN","ARBMEN","ARBMEN",1,1
"699",1594,"PPW1312","PPW1312","PPW1312","PPW1312","QUEAGR","QUEAGR","QUEAGR","QUEAGR",1,1
"700",1595,"PPW1312","PPW1312","PPW1312","PPW1312","QUEAGR","QUEAGR","QUEAGR","QUEAGR",1,1
"701",1596,"PPW1312","PPW1312","PPW1312","PPW1312","QUEAGR","QUEAGR","QUEAGR","QUEAGR",1,1
"702",1597,"PPW1312","PPW1312","PPW1312","PPW1312","UMBCAL","UMBCAL","UMBCAL","UMBCAL",1,1
"703",1598,"PPW1312","PPW1312","PPW1312","PPW1312","QUEAGR","QUEAGR","QUEAGR","QUEAGR",1,1
"704",1599,"PPW1312","PPW1312","PPW1312","PPW1312","QUEAGR","QUEAGR","QUEAGR","QUEAGR",1,1
"705",1600,"PPW1312","PPW1312","PPW1312","PPW1312","QUEAGR","QUEAGR","QUEAGR","QUEAGR",1,1
"706",1601,"PPW1312","PPW1312","PPW1312","PPW1312","UMBCAL","UMBCAL","UMBCAL","UMBCAL",1,1
"707",1602,"PPW1312","PPW1312","PPW1312","PPW1312","UMBCAL","UMBCAL","UMBCAL","UMBCAL",1,1
"708",1603,"PPW1312","PPW1312","PPW1312","PPW1312","QUEAGR","QUEAGR","QUEAGR","QUEAGR",1,1
"709",1604,"PPW1312","PPW1312","PPW1312","PPW1312","QUEAGR","QUEAGR","QUEAGR","QUEAGR",1,1
"710",1605,"PPW1312","PPW1312","PPW1312","PPW1312","QUEAGR","QUEAGR","QUEAGR","QUEAGR",1,1
"711",1606,"PPW1312","PPW1312","PPW1312","PPW1312","UMBCAL","UMBCAL","UMBCAL","UMBCAL",1,1
"712",1607,"PPW1312","PPW1312","PPW1312","PPW1312","QUEAGR","QUEAGR","QUEAGR","QUEAGR",1,1
"713",1608,"PPW1312","PPW1312","PPW1312","PPW1312","UMBCAL","UMBCAL","UMBCAL","UMBCAL",1,1
"714",1609,"PPW1312","PPW1312","PPW1312","PPW1312","QUEAGR","QUEAGR","QUEAGR","QUEAGR",1,1
"715",1610,"PPW1340","PPW1340","PPW1340",NA,"QUEAGR","QUEAGR","QUEAGR",NA,1,1
"716",1611,"PPW1340","PPW1340","PPW1340",NA,"QUEAGR","QUEAGR","QUEAGR",NA,1,1
"717",1612,"PPW1340","PPW1340","PPW1340",NA,"UMBCAL","UMBCAL","UMBCAL",NA,1,1
"718",1613,"PPW1340","PPW1340","PPW1340",NA,"UMBCAL","UMBCAL","UMBCAL",NA,1,1
"719",1614,"PPW1340","PPW1340","PPW1340",NA,"UMBCAL","UMBCAL","UMBCAL",NA,1,1
"720",1615,"PPW1340","PPW1340","PPW1340",NA,"UMBCAL","UMBCAL","UMBCAL",NA,1,1
"721",1616,"PPW1340","PPW1340","PPW1340",NA,"UMBCAL","UMBCAL","UMBCAL",NA,1,1
"722",1617,"PPW1340","PPW1340","PPW1340",NA,"UMBCAL","UMBCAL","UMBCAL",NA,1,1
"723",1618,"PPW1340","PPW1340",NA,NA,"UMBCAL","UMBCAL",NA,NA,1,1
"724",1619,"PPW1340","PPW1340",NA,NA,"UMBCAL","UMBCAL",NA,NA,1,1
"725",1620,"PPW1340","PPW1340",NA,NA,"PSEMEN","PSEMEN",NA,NA,1,1
"726",1621,"PPW1340","PPW1340","PPW1340",NA,"ARBMEN","ARBMEN","ARBMEN",NA,1,1
"727",1622,"PPW1340","PPW1340",NA,NA,"PSEMEN","PSEMEN",NA,NA,1,1
"728",1623,"PPW1340","PPW1340",NA,NA,"PSEMEN","PSEMEN",NA,NA,1,1
"729",1624,"PPW1340","PPW1340",NA,NA,"UMBCAL","UMBCAL",NA,NA,1,1
"730",1625,NA,"PPW1340","PPW1340",NA,NA,"ARBMEN","ARBMEN",NA,1,1
"731",1626,"PPW1340","PPW1340",NA,NA,"PSEMEN","PSEMEN",NA,NA,1,1
"732",1627,"PPW1340","PPW1340",NA,NA,"PSEMEN","PSEMEN",NA,NA,1,1
"733",1628,"PPW1340","PPW1340","PPW1340",NA,"PSEMEN","PSEMEN","PSEMEN",NA,1,1
"734",1629,"PPW1340","PPW1340","PPW1340",NA,"PSEMEN","PSEMEN","PSEMEN",NA,1,1
"735",1630,"PPW1340","PPW1340","PPW1340",NA,"UMBCAL","UMBCAL","UMBCAL",NA,1,1
"736",1630.01,"PPW1340","PPW1340","PPW1340",NA,"UMBCAL","UMBCAL","UMBCAL",NA,1,1
"737",1630.02,"PPW1340","PPW1340","PPW1340",NA,"UMBCAL","UMBCAL","UMBCAL",NA,1,1
"738",1630.1,"PPW1340","PPW1340","PPW1340",NA,"UMBCAL","UMBCAL","UMBCAL",NA,1,1
"739",1630.11,"PPW1340","PPW1340","PPW1340",NA,"UMBCAL","UMBCAL","UMBCAL",NA,1,1
"740",1630.12,"PPW1340","PPW1340","PPW1340",NA,"UMBCAL","UMBCAL","UMBCAL",NA,1,1
"741",1630.14,"PPW1340","PPW1340","PPW1340",NA,"UMBCAL","UMBCAL","UMBCAL",NA,1,1
"742",1630.15,"PPW1340","PPW1340","PPW1340",NA,"UMBCAL","UMBCAL","UMBCAL",NA,1,1
"743",1630.16,"PPW1340","PPW1340","PPW1340",NA,"UMBCAL","UMBCAL","UMBCAL",NA,1,1
"744",1630.17,"PPW1340","PPW1340","PPW1340",NA,"UMBCAL","UMBCAL","UMBCAL",NA,1,1
"745",1630.18,"PPW1340","PPW1340","PPW1340",NA,"UMBCAL","UMBCAL","UMBCAL",NA,1,1
"746",1630.19,"PPW1340","PPW1340","PPW1340",NA,"UMBCAL","UMBCAL","UMBCAL",NA,1,1
"747",1630.2,"PPW1340","PPW1340","PPW1340",NA,"UMBCAL","UMBCAL","UMBCAL",NA,1,1
"748",1630.21,"PPW1340","PPW1340","PPW1340",NA,"UMBCAL","UMBCAL","UMBCAL",NA,1,1
"749",1630.22,"PPW1340","PPW1340","PPW1340",NA,"UMBCAL","UMBCAL","UMBCAL",NA,1,1
"750",1630.23,"PPW1340","PPW1340","PPW1340",NA,"UMBCAL","UMBCAL","UMBCAL",NA,1,1
"751",1630.24,"PPW1340","PPW1340","PPW1340",NA,"UMBCAL","UMBCAL","UMBCAL",NA,1,1
"752",1630.3,"PPW1340","PPW1340","PPW1340",NA,"UMBCAL","UMBCAL","UMBCAL",NA,1,1
"753",1630.4,"PPW1340","PPW1340","PPW1340",NA,"UMBCAL","UMBCAL","UMBCAL",NA,1,1
"754",1630.5,"PPW1340","PPW1340","PPW1340",NA,"UMBCAL","UMBCAL","UMBCAL",NA,1,1
"755",1630.6,"PPW1340","PPW1340","PPW1340",NA,"UMBCAL","UMBCAL","UMBCAL",NA,1,1
"756",1630.7,"PPW1340","PPW1340","PPW1340",NA,"UMBCAL","UMBCAL","UMBCAL",NA,1,1
"757",1630.9,"PPW1340","PPW1340","PPW1340",NA,"UMBCAL","UMBCAL","UMBCAL",NA,1,1
"758",1631,"PPW1340","PPW1340",NA,NA,"PSEMEN","PSEMEN",NA,NA,1,1
"759",1632,"PPW1340","PPW1340",NA,NA,"PSEMEN","PSEMEN",NA,NA,1,1
"760",1633,"PPW1340","PPW1340","PPW1340",NA,"UMBCAL","UMBCAL","UMBCAL",NA,1,1
"761",1633.01,"PPW1340","PPW1340","PPW1340",NA,"UMBCAL","UMBCAL","UMBCAL",NA,1,1
"762",1633.1,"PPW1340","PPW1340","PPW1340",NA,"UMBCAL","UMBCAL","UMBCAL",NA,1,1
"763",1633.2,"PPW1340","PPW1340","PPW1340",NA,"UMBCAL","UMBCAL","UMBCAL",NA,1,1
"764",1633.3,"PPW1340","PPW1340","PPW1340",NA,"UMBCAL","UMBCAL","UMBCAL",NA,1,1
"765",1633.4,"PPW1340","PPW1340","PPW1340",NA,"UMBCAL","UMBCAL","UMBCAL",NA,1,1
"766",1633.5,"PPW1340","PPW1340","PPW1340",NA,"UMBCAL","UMBCAL","UMBCAL",NA,1,1
"767",1633.6,"PPW1340","PPW1340","PPW1340",NA,"UMBCAL","UMBCAL","UMBCAL",NA,1,1
"768",1633.7,"PPW1340","PPW1340","PPW1340",NA,"UMBCAL","UMBCAL","UMBCAL",NA,1,1
"769",1633.8,"PPW1340","PPW1340","PPW1340",NA,"UMBCAL","UMBCAL","UMBCAL",NA,1,1
"770",1633.9,"PPW1340","PPW1340","PPW1340",NA,"UMBCAL","UMBCAL","UMBCAL",NA,1,1
"771",1634,"PPW1340","PPW1340",NA,NA,"PSEMEN","PSEMEN",NA,NA,1,1
"772",1635,"PPW1340","PPW1340","PPW1340",NA,"PSEMEN","PSEMEN","PSEMEN",NA,1,1
"773",1636,"PPW1340","PPW1340","PPW1340",NA,"PSEMEN","PSEMEN","PSEMEN",NA,1,1
"774",1637,"PPW1340","PPW1340",NA,NA,"UMBCAL","UMBCAL",NA,NA,1,1
"775",1638,"PPW1340","PPW1340","PPW1340",NA,"UMBCAL","UMBCAL","UMBCAL",NA,1,1
"776",1639,"PPW1340","PPW1340",NA,NA,"QUEAGR","QUEAGR",NA,NA,1,1
"777",1640,"PPW1340","PPW1340",NA,NA,"BACPIL","BACPIL",NA,NA,1,1
"778",1641,NA,"PPW1340","PPW1340",NA,NA,"ARBMEN","ARBMEN",NA,1,1
"779",1642,"PPW1340","PPW1340","PPW1340",NA,"UMBCAL","UMBCAL","UMBCAL",NA,1,1
"780",1642.1,"PPW1340","PPW1340","PPW1340",NA,"UMBCAL","UMBCAL","UMBCAL",NA,1,1
"781",1642.2,"PPW1340","PPW1340","PPW1340",NA,"UMBCAL","UMBCAL","UMBCAL",NA,1,1
"782",1643,"PPW1340","PPW1340",NA,NA,"PSEMEN","PSEMEN",NA,NA,1,1
"783",1644,"PPW1340","PPW1340","PPW1340",NA,"UMBCAL","UMBCAL","UMBCAL",NA,1,1
"784",1645,"PPW1340","PPW1340","PPW1340",NA,"ARBMEN","ARBMEN","ARBMEN",NA,1,1
"785",1646,"PPW1340","PPW1340",NA,NA,"PSEMEN","PSEMEN",NA,NA,1,1
"786",1647,"PPW1340","PPW1340",NA,NA,"PSEMEN","PSEMEN",NA,NA,1,1
"787",1648,"PPW1340","PPW1340",NA,NA,"UMBCAL","UMBCAL",NA,NA,1,1
"788",1649,"PPW1340","PPW1340",NA,NA,"ARBMEN","ARBMEN",NA,NA,1,1
"789",1650,"PPW1340","PPW1340","PPW1340",NA,"PSEMEN","PSEMEN","PSEMEN",NA,1,1
"790",1651,"PPW1340","PPW1340","PPW1340",NA,"ARBMEN","ARBMEN","ARBMEN",NA,1,1
"791",1652,"PPW1340","PPW1340",NA,NA,"PSEMEN","PSEMEN",NA,NA,1,1
"792",1653,"PPW1340","PPW1340",NA,NA,"PSEMEN","PSEMEN",NA,NA,1,1
"793",1654,"PPW1340","PPW1340",NA,NA,"UMBCAL","UMBCAL",NA,NA,1,1
"794",1655,"PPW1340","PPW1340",NA,NA,"UMBCAL","UMBCAL",NA,NA,1,1
"795",1656,"PPW1340","PPW1340",NA,NA,"UMBCAL","UMBCAL",NA,NA,1,1
"796",1657,"PPW1340","PPW1340",NA,NA,"PSEMEN","PSEMEN",NA,NA,1,1
"797",1658,"PPW1340","PPW1340","PPW1340",NA,"ARBMEN","ARBMEN","ARBMEN",NA,1,1
"798",1659,"PPW1340","PPW1340","PPW1340",NA,"PSEMEN","PSEMEN","PSEMEN",NA,1,1
"799",1660,"PPW1340","PPW1340","PPW1340",NA,"QUEAGR","QUEAGR","QUEAGR",NA,1,1
"800",1660.1,"PPW1340","PPW1340","PPW1340",NA,"QUEAGR","QUEAGR","QUEAGR",NA,1,1
"801",1661,"PPW1340","PPW1340",NA,NA,"UMBCAL","UMBCAL",NA,NA,1,1
"802",1662,"PPW1340","PPW1340",NA,NA,"PSEMEN","PSEMEN",NA,NA,1,1
"803",1663,"PPW1340","PPW1340","PPW1340",NA,"UMBCAL","UMBCAL","UMBCAL",NA,1,1
"804",1664,"PPW1340","PPW1340",NA,NA,"PSEMEN","PSEMEN",NA,NA,1,1
"805",1665,"PPW1340","PPW1340","PPW1340",NA,"PSEMEN","PSEMEN","PSEMEN",NA,1,1
"806",1666,"PPW1340","PPW1340",NA,NA,"PSEMEN","PSEMEN",NA,NA,1,1
"807",1667,"PPW1340","PPW1340","PPW1340",NA,"PSEMEN","PSEMEN","PSEMEN",NA,1,1
"808",1668,"PPW1340","PPW1340",NA,NA,"PSEMEN","PSEMEN",NA,NA,1,1
"809",1669,"PPW1340","PPW1340","PPW1340",NA,"UMBCAL","UMBCAL","UMBCAL",NA,1,1
"810",1670,"PPW1340","PPW1340",NA,NA,"PSEMEN","PSEMEN",NA,NA,1,1
"811",1671,"PPW1340","PPW1340","PPW1340",NA,"UMBCAL","UMBCAL","UMBCAL",NA,1,1
"812",1672,"PPW1340","PPW1340","PPW1340",NA,"PSEMEN","PSEMEN","PSEMEN",NA,1,1
"813",1673,"PPW1340","PPW1340",NA,NA,"PSEMEN","PSEMEN",NA,NA,1,1
"814",1674,"PPW1340","PPW1340","PPW1340",NA,"PSEMEN","PSEMEN","PSEMEN",NA,1,1
"815",1675,"PPW1340","PPW1340",NA,NA,"PSEMEN","PSEMEN",NA,NA,1,1
"816",1676,"PPW1340","PPW1340","PPW1340",NA,"PSEMEN","PSEMEN","PSEMEN",NA,1,1
"817",1677,"PPW1340","PPW1340",NA,NA,"UMBCAL","UMBCAL",NA,NA,1,1
"818",1678,"PPW1340","PPW1340",NA,NA,"PSEMEN","PSEMEN",NA,NA,1,1
"819",1679,"PPW1340","PPW1340","PPW1340",NA,"PSEMEN","PSEMEN","PSEMEN",NA,1,1
"820",1680,"PPW1340","PPW1340","PPW1340",NA,"UMBCAL","UMBCAL","UMBCAL",NA,1,1
"821",1681,"PPW1340","PPW1340","PPW1340",NA,"PSEMEN","PSEMEN","PSEMEN",NA,1,1
"822",1682,"PPW1340","PPW1340","PPW1340",NA,"PSEMEN","PSEMEN","PSEMEN",NA,1,1
"823",1683,"PPW1340","PPW1340","PPW1340",NA,"PSEMEN","PSEMEN","PSEMEN",NA,1,1
"824",1684,"PPW1340","PPW1340","PPW1340",NA,"PSEMEN","PSEMEN","PSEMEN",NA,1,1
"825",1685,"PPW1340","PPW1340",NA,NA,"ARCMAN","ARCMAN",NA,NA,1,1
"826",1686,"PPW1340","PPW1340",NA,NA,"BACPIL","BACPIL",NA,NA,1,1
"827",1687,"PPW1340","PPW1340",NA,NA,"PSEMEN","PSEMEN",NA,NA,1,1
"828",1688,"PPW1340","PPW1340",NA,NA,"PSEMEN","PSEMEN",NA,NA,1,1
"829",1689,"PPW1340","PPW1340",NA,NA,"PSEMEN","PSEMEN",NA,NA,1,1
"830",1690,"PPW1340","PPW1340",NA,NA,"BACPIL","BACPIL",NA,NA,1,1
"831",1691,"PPW1340","PPW1340","PPW1340",NA,"BACPIL","BACPIL","BACPIL",NA,1,1
"832",1692,"PPW1340","PPW1340",NA,NA,"PSEMEN","PSEMEN",NA,NA,1,1
"833",1693,"PPW1340","PPW1340","PPW1340",NA,"PSEMEN","PSEMEN","PSEMEN",NA,1,1
