"","Num","P13","P18","P19","P20","S13","S18","S19","S20","nP","nSp"
"2445",2998,"PPW1347","PPW1347","PPW1347","PPW1347","QUEAGR","QUEAGR","QUEAGR","QUEAGR",1,1
"2446",2998.1,"PPW1347","PPW1347","PPW1347","PPW1347","QUEAGR","QUEAGR","QUEAGR","QUEAGR",1,1
"2447",2999,"PPW1347","PPW1347","PPW1347","PPW1347","UMBCAL","UMBCAL","UMBCAL","UMBCAL",1,1
"2448",3000,"PPW1347","PPW1347","PPW1347","PPW1347","UMBCAL","UMBCAL","UMBCAL","UMBCAL",1,1
"2449",3001,"PPW1347","PPW1347","PPW1347","PPW1347","UMBCAL","UMBCAL","UMBCAL","UMBCAL",1,1
"2450",3002,"PPW1347","PPW1347","PPW1347","PPW1347","AMOCAL","AMOCAL","AMOCAL","AMOCAL",1,1
"2451",3003,"PPW1347","PPW1347","PPW1347","PPW1347","UMBCAL","UMBCAL","UMBCAL","UMBCAL",1,1
"2452",3004,"PPW1347","PPW1347","PPW1347","PPW1347","UMBCAL","UMBCAL","UMBCAL","UMBCAL",1,1
"2453",3005,"PPW1347","PPW1347","PPW1347","PPW1347","PRUCER","PRUCER","PRUCER","PRUCER",1,1
"2454",3006,"PPW1347","PPW1347","PPW1347","PPW1347","UMBCAL","UMBCAL","UMBCAL","UMBCAL",1,1
"2455",3007,"PPW1347","PPW1347","PPW1347","PPW1347","UMBCAL","UMBCAL","UMBCAL","UMBCAL",1,1
"2456",3007.1,NA,"PPW1347","PPW1347","PPW1347",NA,"UMBCAL","UMBCAL","UMBCAL",1,1
"2457",3008,"PPW1347","PPW1347","PPW1347","PPW1347","AMOCAL","AMOCAL","AMOCAL","AMOCAL",1,1
"2458",3009,"PPW1347","PPW1347","PPW1347","PPW1347","UMBCAL","UMBCAL","UMBCAL","UMBCAL",1,1
"2459",3010,"PPW1347","PPW1347","PPW1347","PPW1347","AMOCAL","AMOCAL","AMOCAL","AMOCAL",1,1
"2460",3011,"PPW1347","PPW1347","PPW1347","PPW1347","UMBCAL","UMBCAL","UMBCAL","UMBCAL",1,1
"2461",3012,"PPW1347","PPW1347","PPW1347","PPW1347","UMBCAL","UMBCAL","UMBCAL","UMBCAL",1,1
"2462",3013,"PPW1347","PPW1347","PPW1347","PPW1347","UMBCAL","UMBCAL","UMBCAL","UMBCAL",1,1
"2463",3014,"PPW1347","PPW1347","PPW1347","PPW1347","UMBCAL","UMBCAL","UMBCAL","UMBCAL",1,1
"2464",3015,"PPW1347","PPW1347","PPW1347","PPW1347","UMBCAL","UMBCAL","UMBCAL","UMBCAL",1,1
"2465",3015.1,"PPW1347","PPW1347","PPW1347","PPW1347","UMBCAL","UMBCAL","UMBCAL","UMBCAL",1,1
"2466",3016,"PPW1347","PPW1347","PPW1347","PPW1347","PSEMEN","PSEMEN","PSEMEN","PSEMEN",1,1
"2467",3017,"PPW1347","PPW1347","PPW1347","PPW1347","UMBCAL","UMBCAL","UMBCAL","UMBCAL",1,1
"2468",3018,"PPW1347","PPW1347","PPW1347","PPW1347","UMBCAL","UMBCAL","UMBCAL","UMBCAL",1,1
"2469",3019,"PPW1347","PPW1347","PPW1347","PPW1347","UMBCAL","UMBCAL","UMBCAL","UMBCAL",1,1
"2470",3020,"PPW1347","PPW1347","PPW1347","PPW1347","UMBCAL","UMBCAL","UMBCAL","UMBCAL",1,1
"2471",3021,"PPW1347","PPW1347","PPW1347","PPW1347","AMOCAL","AMOCAL","AMOCAL","AMOCAL",1,1
"2472",3022,"PPW1347","PPW1347","PPW1347","PPW1347","UMBCAL","UMBCAL","UMBCAL","UMBCAL",1,1
"2473",3023,"PPW1347","PPW1347","PPW1347","PPW1347","UMBCAL","UMBCAL","UMBCAL","UMBCAL",1,1
"2474",3024,"PPW1347","PPW1347","PPW1347","PPW1347","UMBCAL","UMBCAL","UMBCAL","UMBCAL",1,1
"2475",3025,"PPW1347","PPW1347","PPW1347","PPW1347","QUEAGR","QUEAGR","QUEAGR","QUEAGR",1,1
"2476",3026,"PPW1347","PPW1347","PPW1347","PPW1347","UMBCAL","UMBCAL","UMBCAL","UMBCAL",1,1
"2477",3026.1,"PPW1347","PPW1347","PPW1347","PPW1347","UMBCAL","UMBCAL","UMBCAL","UMBCAL",1,1
"2478",3027,"PPW1347","PPW1347","PPW1347","PPW1347","QUEAGR","QUEAGR","QUEAGR","QUEAGR",1,1
"2479",3027.1,"PPW1347","PPW1347","PPW1347","PPW1347","QUEAGR","QUEAGR","QUEAGR","QUEAGR",1,1
"2480",3028,"PPW1347","PPW1347","PPW1347","PPW1347","UMBCAL","UMBCAL","UMBCAL","UMBCAL",1,1
"2481",3029,"PPW1347","PPW1347","PPW1347","PPW1347","UMBCAL","UMBCAL","UMBCAL","UMBCAL",1,1
"2482",3029.1,"PPW1347","PPW1347","PPW1347","PPW1347","UMBCAL","UMBCAL","UMBCAL","UMBCAL",1,1
"2483",3030,"PPW1347","PPW1347","PPW1347","PPW1347","UMBCAL","UMBCAL","UMBCAL","UMBCAL",1,1
"2484",3030.1,"PPW1347","PPW1347","PPW1347","PPW1347","UMBCAL","UMBCAL","UMBCAL","UMBCAL",1,1
"2485",3031,"PPW1347","PPW1347","PPW1347","PPW1347","UMBCAL","UMBCAL","UMBCAL","UMBCAL",1,1
"2486",3032,"PPW1347","PPW1347","PPW1347","PPW1347","PRUCER","PRUCER","PRUCER","PRUCER",1,1
"2487",3033,"PPW1347","PPW1347","PPW1347","PPW1347","AMOCAL","AMOCAL","AMOCAL","AMOCAL",1,1
"2488",3034,"PPW1347","PPW1347","PPW1347","PPW1347","UMBCAL","UMBCAL","UMBCAL","UMBCAL",1,1
"2489",3035,"PPW1347","PPW1347","PPW1347","PPW1347","UMBCAL","UMBCAL","UMBCAL","UMBCAL",1,1
"2490",3036,"PPW1347","PPW1347","PPW1347","PPW1347","UMBCAL","UMBCAL","UMBCAL","UMBCAL",1,1
"2491",3037,"PPW1347","PPW1347","PPW1347","PPW1347","UMBCAL","UMBCAL","UMBCAL","UMBCAL",1,1
"2492",3038,"PPW1347","PPW1347","PPW1347","PPW1347","AMOCAL","AMOCAL","AMOCAL","AMOCAL",1,1
"2493",3039,"PPW1347","PPW1347","PPW1347","PPW1347","AMOCAL","AMOCAL","AMOCAL","AMOCAL",1,1
"2494",3040,"PPW1347","PPW1347","PPW1347","PPW1347","UMBCAL","UMBCAL","UMBCAL","UMBCAL",1,1
"2495",3041,"PPW1347","PPW1347","PPW1347","PPW1347","AMOCAL","AMOCAL","AMOCAL","AMOCAL",1,1
"2496",3041.1,"PPW1347","PPW1347","PPW1347","PPW1347","AMOCAL","AMOCAL","AMOCAL","AMOCAL",1,1
"2497",3042,"PPW1348","PPW1348","PPW1348",NA,"PSEMEN","PSEMEN","PSEMEN",NA,1,1
"2498",3043,"PPW1348","PPW1348","PPW1348","PPW1348","AMOCAL","AMOCAL","AMOCAL","AMOCAL",1,1
"2499",3044,"PPW1347","PPW1347","PPW1347","PPW1347","PRUCER","PRUCER","PRUCER","PRUCER",1,1
"2500",3045,"PPW1347","PPW1347","PPW1347",NA,"PRUCER","PRUCER","PRUCER",NA,1,1
"2501",3046,"PPW1347","PPW1347","PPW1347","PPW1347","PRUCER","PRUCER","PRUCER","PRUCER",1,1
"2502",3047,"PPW1347","PPW1347","PPW1347","PPW1347","UMBCAL","UMBCAL","UMBCAL","UMBCAL",1,1
"2503",3048,"PPW1347","PPW1347","PPW1347","PPW1347","UMBCAL","UMBCAL","UMBCAL","UMBCAL",1,1
"2504",3048.1,"PPW1347","PPW1347","PPW1347","PPW1347","UMBCAL","UMBCAL","UMBCAL","UMBCAL",1,1
"2505",3049,"PPW1347","PPW1347","PPW1347","PPW1347","UMBCAL","UMBCAL","UMBCAL","UMBCAL",1,1
"2506",3050,"PPW1347","PPW1347","PPW1347","PPW1347","AMOCAL","AMOCAL","AMOCAL","AMOCAL",1,1
"2507",3051,"PPW1347","PPW1347","PPW1347","PPW1347","AMOCAL","AMOCAL","AMOCAL","AMOCAL",1,1
"2508",3052,"PPW1347","PPW1347","PPW1347","PPW1347","AMOCAL","AMOCAL","AMOCAL","AMOCAL",1,1
"2509",3053,"PPW1347","PPW1347","PPW1347","PPW1347","UMBCAL","UMBCAL","UMBCAL","UMBCAL",1,1
"2510",3054,"PPW1347","PPW1347","PPW1347","PPW1347","AMOCAL","AMOCAL","AMOCAL","AMOCAL",1,1
"2511",3055,"PPW1347","PPW1347","PPW1347","PPW1347","AMOCAL","AMOCAL","AMOCAL","AMOCAL",1,1
"2512",3056,"PPW1347","PPW1347","PPW1347","PPW1347","AMOCAL","AMOCAL","AMOCAL","AMOCAL",1,1
"2513",3057,"PPW1347","PPW1347","PPW1347","PPW1347","AMOCAL","AMOCAL","AMOCAL","AMOCAL",1,1
"2514",3058,"PPW1347","PPW1347","PPW1347","PPW1347","AMOCAL","AMOCAL","AMOCAL","AMOCAL",1,1
"2515",3059,"PPW1347","PPW1347","PPW1347","PPW1347","AMOCAL","AMOCAL","AMOCAL","AMOCAL",1,1
"2516",3060,"PPW1347","PPW1347","PPW1347","PPW1347","AMOCAL","AMOCAL","AMOCAL","AMOCAL",1,1
"2517",3061,"PPW1347","PPW1347","PPW1347","PPW1347","AMOCAL","AMOCAL","AMOCAL","AMOCAL",1,1
"2518",3062,"PPW1348","PPW1348","PPW1348","PPW1348","HETARB","HETARB","HETARB","HETARB",1,1
"2519",3063,"PPW1348","PPW1348","PPW1348","PPW1348","QUEKEL","QUEKEL","QUEKEL","QUEKEL",1,1
"2520",3063.1,"PPW1348","PPW1348",NA,NA,"QUEKEL","QUEKEL",NA,NA,1,1
"2521",3064,"PPW1348","PPW1348","PPW1348","PPW1348","QUEGAR","QUEGAR","QUEGAR","QUEGAR",1,1
"2522",3065,"PPW1348","PPW1348","PPW1348","PPW1348","QUEAGR","QUEAGR","QUEAGR","QUEAGR",1,1
"2523",3066,"PPW1348","PPW1348","PPW1348","PPW1348","QUEGAR","QUEGAR","QUEGAR","QUEGAR",1,1
"2524",3067,"PPW1348","PPW1348","PPW1348",NA,"AMOCAL","AMOCAL","AMOCAL",NA,1,1
"2525",3068,"PPW1348","PPW1348","PPW1348",NA,"AMOCAL","AMOCAL","AMOCAL",NA,1,1
"2526",3069,"PPW1348","PPW1348","PPW1348",NA,"AMOCAL","AMOCAL","AMOCAL",NA,1,1
"2527",3070,"PPW1348","PPW1348","PPW1348","PPW1348","AMOCAL","AMOCAL","AMOCAL","AMOCAL",1,1
"2528",3071,"PPW1348","PPW1348","PPW1348",NA,"AMOCAL","AMOCAL","AMOCAL",NA,1,1
"2529",3072,"PPW1348","PPW1348",NA,NA,"AMOCAL","AMOCAL",NA,NA,1,1
"2530",3073,"PPW1348","PPW1348","PPW1348","PPW1348","AMOCAL","AMOCAL","AMOCAL","AMOCAL",1,1
"2531",3074,"PPW1348","PPW1348","PPW1348","PPW1348","UMBCAL","UMBCAL","UMBCAL","UMBCAL",1,1
"2532",3075,"PPW1348","PPW1348","PPW1348","PPW1348","UMBCAL","UMBCAL","UMBCAL","UMBCAL",1,1
"2533",3076,"PPW1348","PPW1348","PPW1348","PPW1348","AMOCAL","AMOCAL","AMOCAL","AMOCAL",1,1
"2534",3077,"PPW1348","PPW1348","PPW1348","PPW1348","AMOCAL","AMOCAL","AMOCAL","AMOCAL",1,1
"2535",3078,"PPW1348","PPW1348","PPW1348","PPW1348","PSEMEN","PSEMEN","PSEMEN","PSEMEN",1,1
"2536",3079,"PPW1348","PPW1348","PPW1348","PPW1348","AMOCAL","AMOCAL","AMOCAL","AMOCAL",1,1
"2537",3080,"PPW1348","PPW1348","PPW1348",NA,"AMOCAL","AMOCAL","AMOCAL",NA,1,1
"2538",3081,"PPW1348","PPW1348","PPW1348","PPW1348","AMOCAL","AMOCAL","AMOCAL","AMOCAL",1,1
"2539",3082,"PPW1348","PPW1348","PPW1348","PPW1348","AMOCAL","AMOCAL","AMOCAL","AMOCAL",1,1
"2540",3083,"PPW1348","PPW1348","PPW1348","PPW1348","AMOCAL","AMOCAL","AMOCAL","AMOCAL",1,1
"2541",3084,"PPW1337","PPW1337","PPW1337","PPW1337","ARBMEN","ARBMEN","ARBMEN","ARBMEN",1,1
"2542",3084.1,"PPW1337","PPW1337","PPW1337",NA,"ARBMEN","ARBMEN","ARBMEN",NA,1,1
"2543",3085,"PPW1348","PPW1348",NA,NA,"AMOCAL","AMOCAL",NA,NA,1,1
"2544",3086,"PPW1348","PPW1348","PPW1348","PPW1348","AMOCAL","AMOCAL","AMOCAL","AMOCAL",1,1
"2545",3087,"PPW1348","PPW1348","PPW1348","PPW1348","PSEMEN","PSEMEN","PSEMEN","PSEMEN",1,1
"2546",3088,"PPW1348","PPW1348","PPW1348","PPW1348","AMOCAL","AMOCAL","AMOCAL","AMOCAL",1,1
"2547",3089,"PPW1348","PPW1348","PPW1348","PPW1348","AMOCAL","AMOCAL","AMOCAL","AMOCAL",1,1
"2548",3090,"PPW1348","PPW1348","PPW1348","PPW1348","QUEGAR","QUEGAR","QUEGAR","QUEGAR",1,1
"2549",3090.1,"PPW1348","PPW1348","PPW1348","PPW1348","QUEGAR","QUEGAR","QUEGAR","QUEGAR",1,1
"2550",3090.2,"PPW1348","PPW1348","PPW1348","PPW1348","QUEGAR","QUEGAR","QUEGAR","QUEGAR",1,1
"2551",3090.3,"PPW1348","PPW1348","PPW1348","PPW1348","QUEGAR","QUEGAR","QUEGAR","QUEGAR",1,1
"2552",3090.4,"PPW1348","PPW1348","PPW1348","PPW1348","QUEGAR","QUEGAR","QUEGAR","QUEGAR",1,1
"2553",3091,"PPW1348","PPW1348","PPW1348",NA,"PSEMEN","PSEMEN","PSEMEN",NA,1,1
"2554",3092,"PPW1348","PPW1348","PPW1348","PPW1348","HETARB","HETARB","HETARB","HETARB",1,1
"2555",3093,"PPW1348","PPW1348",NA,NA,"HETARB","HETARB",NA,NA,1,1
"2556",3094,"PPW1348","PPW1348","PPW1348",NA,"PSEMEN","PSEMEN","PSEMEN",NA,1,1
"2557",3095,"PPW1348","PPW1348","PPW1348","PPW1348","AMOCAL","AMOCAL","AMOCAL","AMOCAL",1,1
"2558",3096,"PPW1348","PPW1348","PPW1348","PPW1348","AMOCAL","AMOCAL","AMOCAL","AMOCAL",1,1
"2559",3097,"PPW1348","PPW1348","PPW1348","PPW1348","QUEGAR","QUEGAR","QUEGAR","QUEGAR",1,1
"2560",3098,"PPW1348","PPW1348","PPW1348",NA,"PSEMEN","PSEMEN","PSEMEN",NA,1,1
"2561",3099,"PPW1348","PPW1348","PPW1348","PPW1348","QUEGAR","QUEGAR","QUEGAR","QUEGAR",1,1
"2562",3100,"PPW1348","PPW1348","PPW1348","PPW1348","QUEGAR","QUEGAR","QUEGAR","QUEGAR",1,1
"2563",3102,"PPW1348","PPW1348","PPW1348","PPW1348","HETARB","HETARB","HETARB","HETARB",1,1
"2564",3102.1,"PPW1348","PPW1348","PPW1348","PPW1348","HETARB","HETARB","HETARB","HETARB",1,1
"2565",3102.2,"PPW1348","PPW1348","PPW1348",NA,"HETARB","HETARB","HETARB",NA,1,1
"2566",3102.3,"PPW1348","PPW1348","PPW1348","PPW1348","HETARB","HETARB","HETARB","HETARB",1,1
"2567",3102.4,"PPW1348","PPW1348",NA,NA,"HETARB","HETARB",NA,NA,1,1
"2568",3102.5,"PPW1348","PPW1348","PPW1348",NA,"HETARB","HETARB","HETARB",NA,1,1
"2569",3103,"PPW1348","PPW1348","PPW1348","PPW1348","PSEMEN","PSEMEN","PSEMEN","PSEMEN",1,1
"2570",3104,"PPW1348","PPW1348","PPW1348",NA,"AMOCAL","AMOCAL","AMOCAL",NA,1,1
"2571",3105,"PPW1348","PPW1348","PPW1348","PPW1348","PSEMEN","PSEMEN","PSEMEN","PSEMEN",1,1
"2572",3106,"PPW1348","PPW1348","PPW1348","PPW1348","AMOCAL","AMOCAL","AMOCAL","AMOCAL",1,1
"2573",3107,"PPW1348","PPW1348","PPW1348",NA,"AMOCAL","AMOCAL","AMOCAL",NA,1,1
"2574",3108,"PPW1348","PPW1348","PPW1348","PPW1348","QUEGAR","QUEGAR","QUEGAR","QUEGAR",1,1
"2575",3109,"PPW1348","PPW1348","PPW1348","PPW1348","QUEGAR","QUEGAR","QUEGAR","QUEGAR",1,1
"2576",3110,"PPW1348","PPW1348","PPW1348","PPW1348","QUEGAR","QUEGAR","QUEGAR","QUEGAR",1,1
"2577",3111,"PPW1348","PPW1348","PPW1348","PPW1348","AMOCAL","AMOCAL","AMOCAL","AMOCAL",1,1
"2578",3111.1,"PPW1348","PPW1348","PPW1348",NA,"AMOCAL","AMOCAL","AMOCAL",NA,1,1
"2579",3112,"PPW1348","PPW1348",NA,NA,"AMOCAL","AMOCAL",NA,NA,1,1
"2580",3113,"PPW1348","PPW1348",NA,NA,"AMOCAL","AMOCAL",NA,NA,1,1
"2581",3114,"PPW1348","PPW1348","PPW1348","PPW1348","PSEMEN","PSEMEN","PSEMEN","PSEMEN",1,1
"2582",3115,"PPW1348","PPW1348","PPW1348","PPW1348","HETARB","HETARB","HETARB","HETARB",1,1
"2583",3116,"PPW1348","PPW1348",NA,NA,"AMOCAL","AMOCAL",NA,NA,1,1
"2584",3117,"PPW1348","PPW1348","PPW1348","PPW1348","AMOCAL","AMOCAL","AMOCAL","AMOCAL",1,1
"2585",3118,"PPW1348","PPW1348","PPW1348","PPW1348","UMBCAL","UMBCAL","UMBCAL","UMBCAL",1,1
"2586",3118.1,"PPW1348","PPW1348","PPW1348","PPW1348","UMBCAL","UMBCAL","UMBCAL","UMBCAL",1,1
"2587",3119,"PPW1348","PPW1348","PPW1348","PPW1348","AMOCAL","AMOCAL","AMOCAL","AMOCAL",1,1
"2588",3120,"PPW1348","PPW1348","PPW1348","PPW1348","AMOCAL","AMOCAL","AMOCAL","AMOCAL",1,1
"2589",3121,"PPW1348","PPW1348","PPW1348","PPW1348","AMOCAL","AMOCAL","AMOCAL","AMOCAL",1,1
"2590",3122,"PPW1348","PPW1348","PPW1348","PPW1348","AMOCAL","AMOCAL","AMOCAL","AMOCAL",1,1
"2591",3123,"PPW1348","PPW1348","PPW1348","PPW1348","UMBCAL","UMBCAL","UMBCAL","UMBCAL",1,1
"2592",3124,"PPW1348","PPW1348","PPW1348","PPW1348","AMOCAL","AMOCAL","AMOCAL","AMOCAL",1,1
"2593",3124.1,"PPW1348","PPW1348","PPW1348",NA,"AMOCAL","AMOCAL","AMOCAL",NA,1,1
"2594",3124.2,"PPW1348","PPW1348","PPW1348",NA,"AMOCAL","AMOCAL","AMOCAL",NA,1,1
"2595",3125,"PPW1348","PPW1348","PPW1348","PPW1348","UMBCAL","UMBCAL","UMBCAL","UMBCAL",1,1
"2596",3126,"PPW1348","PPW1348","PPW1348","PPW1348","AMOCAL","AMOCAL","AMOCAL","AMOCAL",1,1
"2597",3126.1,NA,NA,"PPW1348","PPW1348",NA,NA,"AMOCAL","AMOCAL",1,1
"2598",3127,"PPW1348","PPW1348","PPW1348","PPW1348","AMOCAL","AMOCAL","AMOCAL","AMOCAL",1,1
"2599",3128,"PPW1348","PPW1348","PPW1348","PPW1348","UMBCAL","UMBCAL","UMBCAL","UMBCAL",1,1
"2600",3129,"PPW1348","PPW1348","PPW1348","PPW1348","AMOCAL","AMOCAL","AMOCAL","AMOCAL",1,1
"2601",3130,"PPW1348","PPW1348","PPW1348","PPW1348","AMOCAL","AMOCAL","AMOCAL","AMOCAL",1,1
"2602",3131,"PPW1348","PPW1348","PPW1348","PPW1348","AMOCAL","AMOCAL","AMOCAL","AMOCAL",1,1
"2603",3132,"PPW1348","PPW1348","PPW1348","PPW1348","QUEGAR","QUEGAR","QUEGAR","QUEGAR",1,1
"2604",3133,"PPW1348","PPW1348",NA,NA,"AMOCAL","AMOCAL",NA,NA,1,1
"2605",3134,"PPW1348","PPW1348","PPW1348","PPW1348","AMOCAL","AMOCAL","AMOCAL","AMOCAL",1,1
"2606",3135,"PPW1348","PPW1348","PPW1348","PPW1348","QUEGAR","QUEGAR","QUEGAR","QUEGAR",1,1
"2607",3136,"PPW1348","PPW1348","PPW1348","PPW1348","QUEGAR","QUEGAR","QUEGAR","QUEGAR",1,1
"2608",3137,"PPW1348","PPW1348","PPW1348","PPW1348","QUEGAR","QUEGAR","QUEGAR","QUEGAR",1,1
"2609",3138,NA,"PPW1348","PPW1348","PPW1348",NA,"QUEGAR","QUEGAR","QUEGAR",1,1
"2610",3139,"PPW1348","PPW1348","PPW1348","PPW1348","AMOCAL","AMOCAL","AMOCAL","AMOCAL",1,1
"2611",3140,"PPW1348","PPW1348","PPW1348","PPW1348","AMOCAL","AMOCAL","AMOCAL","AMOCAL",1,1
"2612",3141,"PPW1348","PPW1348","PPW1348","PPW1348","AMOCAL","AMOCAL","AMOCAL","AMOCAL",1,1
"2613",3142,"PPW1348","PPW1348","PPW1348","PPW1348","AMOCAL","AMOCAL","AMOCAL","AMOCAL",1,1
"2614",3143,"PPW1348","PPW1348",NA,NA,"AMOCAL","AMOCAL",NA,NA,1,1
"2615",3144,"PPW1348","PPW1348","PPW1348","PPW1348","QUEGAR","QUEGAR","QUEGAR","QUEGAR",1,1
"2616",3144.1,"PPW1348","PPW1348","PPW1348","PPW1348","QUEGAR","QUEGAR","QUEGAR","QUEGAR",1,1
"2617",3145,"PPW1348","PPW1348","PPW1348","PPW1348","AMOCAL","AMOCAL","AMOCAL","AMOCAL",1,1
"2618",3146,"PPW1348","PPW1348","PPW1348","PPW1348","AMOCAL","AMOCAL","AMOCAL","AMOCAL",1,1
"2619",3147,"PPW1348","PPW1348","PPW1348","PPW1348","AMOCAL","AMOCAL","AMOCAL","AMOCAL",1,1
"2620",3148,"PPW1348","PPW1348","PPW1348","PPW1348","AMOCAL","AMOCAL","AMOCAL","AMOCAL",1,1
"2621",3149,"PPW1348","PPW1348","PPW1348","PPW1348","AMOCAL","AMOCAL","AMOCAL","AMOCAL",1,1
"2622",3150,"PPW1348","PPW1348","PPW1348","PPW1348","PSEMEN","PSEMEN","PSEMEN","PSEMEN",1,1
"2623",3151,"PPW1348","PPW1348","PPW1348",NA,"AMOCAL","AMOCAL","AMOCAL",NA,1,1
"2624",3152,"PPW1348","PPW1348","PPW1348","PPW1348","HETARB","HETARB","HETARB","HETARB",1,1
"2625",3152.1,"PPW1348","PPW1348","PPW1348",NA,"HETARB","HETARB","HETARB",NA,1,1
"2626",3152.2,"PPW1348","PPW1348","PPW1348",NA,"HETARB","HETARB","HETARB",NA,1,1
"2627",3152.3,"PPW1348","PPW1348","PPW1348",NA,"HETARB","HETARB","HETARB",NA,1,1
"2628",3152.4,"PPW1348","PPW1348","PPW1348",NA,"HETARB","HETARB","HETARB",NA,1,1
"2629",3152.5,"PPW1348","PPW1348","PPW1348",NA,"HETARB","HETARB","HETARB",NA,1,1
"2630",3152.6,"PPW1348","PPW1348","PPW1348",NA,"HETARB","HETARB","HETARB",NA,1,1
"2631",3153,"PPW1348","PPW1348","PPW1348","PPW1348","AMOCAL","AMOCAL","AMOCAL","AMOCAL",1,1
"2632",3153.1,"PPW1348","PPW1348","PPW1348","PPW1348","AMOCAL","AMOCAL","AMOCAL","AMOCAL",1,1
"2633",3154,"PPW1348","PPW1348","PPW1348","PPW1348","QUEGAR","QUEGAR","QUEGAR","QUEGAR",1,1
"2634",3155,"PPW1348","PPW1348","PPW1348","PPW1348","QUEGAR","QUEGAR","QUEGAR","QUEGAR",1,1
"2635",3156,"PPW1348","PPW1348","PPW1348","PPW1348","QUEGAR","QUEGAR","QUEGAR","QUEGAR",1,1
"2636",3157,"PPW1348","PPW1348",NA,NA,"AMOCAL","AMOCAL",NA,NA,1,1
"2637",3158,"PPW1348","PPW1348","PPW1348","PPW1348","QUEGAR","QUEGAR","QUEGAR","QUEGAR",1,1
"2638",3159,"PPW1348","PPW1348","PPW1348",NA,"QUEGAR","QUEGAR","QUEGAR",NA,1,1
"2639",3160,"PPW1348","PPW1348","PPW1348","PPW1348","QUEGAR","QUEGAR","QUEGAR","QUEGAR",1,1
"2640",3161,"PPW1348","PPW1348","PPW1348","PPW1348","AMOCAL","AMOCAL","AMOCAL","AMOCAL",1,1
"2641",3162,"PPW1348","PPW1348","PPW1348","PPW1348","QUEGAR","QUEGAR","QUEGAR","QUEGAR",1,1
"2642",3163,"PPW1348","PPW1348","PPW1348","PPW1348","QUEGAR","QUEGAR","QUEGAR","QUEGAR",1,1
"2643",3164,"PPW1348","PPW1348","PPW1348","PPW1348","QUEGAR","QUEGAR","QUEGAR","QUEGAR",1,1
"2644",3165,"PPW1348","PPW1348","PPW1348","PPW1348","QUEGAR","QUEGAR","QUEGAR","QUEGAR",1,1
"2645",3166,"PPW1348","PPW1348","PPW1348","PPW1348","UMBCAL","UMBCAL","UMBCAL","UMBCAL",1,1
"2646",3167,"PPW1348","PPW1348","PPW1348",NA,"PSEMEN","PSEMEN","PSEMEN",NA,1,1
"2647",3168,"PPW1348","PPW1348",NA,NA,"AMOCAL","AMOCAL",NA,NA,1,1
"2648",3169,"PPW1348","PPW1348","PPW1348","PPW1348","AMOCAL","AMOCAL","AMOCAL","AMOCAL",1,1
"2649",3170,"PPW1348","PPW1348",NA,NA,"UMBCAL","UMBCAL",NA,NA,1,1
"2650",3171,"PPW1348","PPW1348","PPW1348","PPW1348","AMOCAL","AMOCAL","AMOCAL","AMOCAL",1,1
"2651",3172,"PPW1348","PPW1348","PPW1348","PPW1348","QUEGAR","QUEGAR","QUEGAR","QUEGAR",1,1
"2652",3173,"PPW1348","PPW1348","PPW1348","PPW1348","QUEGAR","QUEGAR","QUEGAR","QUEGAR",1,1
"2653",3174,"PPW1348","PPW1348","PPW1348","PPW1348","QUEGAR","QUEGAR","QUEGAR","QUEGAR",1,1
"2654",3175,"PPW1348","PPW1348","PPW1348","PPW1348","AMOCAL","AMOCAL","AMOCAL","AMOCAL",1,1
"2655",3176,"PPW1348","PPW1348",NA,NA,"HETARB","HETARB",NA,NA,1,1
"2656",3177,"PPW1348","PPW1348","PPW1348","PPW1348","AMOCAL","AMOCAL","AMOCAL","AMOCAL",1,1
"2657",3178,"PPW1348","PPW1348","PPW1348","PPW1348","UMBCAL","UMBCAL","UMBCAL","UMBCAL",1,1
"2658",3179,"PPW1348","PPW1348","PPW1348","PPW1348","PSEMEN","PSEMEN","PSEMEN","PSEMEN",1,1
"2659",3180,"PPW1348","PPW1348","PPW1348","PPW1348","PSEMEN","PSEMEN","PSEMEN","PSEMEN",1,1
"2660",3181,"PPW1348","PPW1348",NA,NA,"PSEMEN","PSEMEN",NA,NA,1,1
"2661",3182,"PPW1348","PPW1348","PPW1348","PPW1348","AMOCAL","AMOCAL","AMOCAL","AMOCAL",1,1
"2662",3183,"PPW1348","PPW1348","PPW1348","PPW1348","AMOCAL","AMOCAL","AMOCAL","AMOCAL",1,1
"2663",3184,"PPW1348","PPW1348","PPW1348",NA,"PSEMEN","PSEMEN","PSEMEN",NA,1,1
"2664",3185,"PPW1348","PPW1348","PPW1348","PPW1348","PSEMEN","PSEMEN","PSEMEN","PSEMEN",1,1
"2665",3186,"PPW1348","PPW1348","PPW1348","PPW1348","HETARB","HETARB","HETARB","HETARB",1,1
"2666",3186.1,"PPW1348","PPW1348","PPW1348","PPW1348","HETARB","HETARB","HETARB","HETARB",1,1
"2667",3186.2,"PPW1348","PPW1348","PPW1348",NA,"HETARB","HETARB","HETARB",NA,1,1
"2668",3187,"PPW1348","PPW1348",NA,NA,"AMOCAL","AMOCAL",NA,NA,1,1
"2669",3188,"PPW1348","PPW1348","PPW1348","PPW1348","QUEGAR","QUEGAR","QUEGAR","QUEGAR",1,1
