"","(Intercept)","fsCat1","fsCat2","SpeciesFRACAL","SpeciesHETARB"
"1",-0.291093791502058,1.6225010901921,1.42239651912107,-1.74074750102112,-1.40265860158454
"2",2.20794251434206,-3.20152095454792,-5.50998557925128,-1.55222404614004,-1.00479280418591
