"","(Intercept)","TSizeCatTR1","TSizeCatTR2","TSizeCatTR3","fsCat1","fsCat2","fsCat3"
"1",1.96094281678258,1.62738990897368,4.90347286583168,6.01080103145193,-4.91788140243766,-6.58462186917581,-10.0771950101452
